EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_EXE,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_READY,N_Change_FAIL_EXE,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,N_Change_POWER_OFF_READY,N_Change_POWER_OFF_FAIL,Serial Number,Date,Subtechnology_Name_ITA,Shipment Date,Manufacturing Date,Cluster_Label
49,0,67,56,24,0,1,25,0,1,1,0,0,0,2,1,MC_0558,2025-03-06,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
24,1,91,0,7,0,0,7,0,2,2,0,0,0,0,2,MC_0558,2025-03-07,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
54,1,58,0,7,0,0,7,2,2,3,0,0,0,0,1,MC_0558,2025-03-11,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
0,1,18,2,0,0,0,0,0,1,2,0,0,0,0,2,MC_0558,2025-03-12,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
64,20,136,28,10,2,1,10,8,3,10,3,1,0,1,4,MC_0558,2025-03-13,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
104,4,318,1,12,0,1,13,4,3,5,0,0,0,3,1,MC_0558,2025-03-17,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Idle–Stable (High Ready Time)
147,29,340,17,20,0,7,27,2,11,6,0,2,0,14,6,MC_0558,2025-03-18,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Idle–Stable (High Ready Time)
69,4,212,59,16,0,2,18,2,4,3,0,0,0,5,1,MC_0558,2025-03-19,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
87,328,145,4,20,0,1,21,10,4,12,0,0,0,2,2,MC_0558,2025-03-20,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Faulty / High Failure Duration
18,1,71,0,1,0,0,1,0,0,1,0,0,0,0,1,MC_0558,2025-03-25,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Normal Operation (Balanced Use)
179,1,345,3,16,0,1,17,0,2,1,0,0,0,2,1,MC_0558,2025-03-26,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Idle–Stable (High Ready Time)
310,1,207,7,19,0,0,19,2,2,3,0,0,0,1,1,MC_0558,2025-03-27,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,High Execution / Productive
0,1,280,0,0,0,0,0,0,2,1,0,0,0,1,1,MC_0558,2025-03-28,sub_3,2024-04-08 00:00:00.000,2024-01-29 00:00:00.000,Idle–Stable (High Ready Time)
0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,MC_0563,2025-03-03,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,MC_0563,2025-03-04,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
112,0,245,351,63,0,0,63,1,2,1,0,0,0,2,0,MC_0563,2025-03-06,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
69,11,300,385,102,0,0,102,8,8,6,0,4,0,10,2,MC_0563,2025-03-07,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
81,0,192,409,81,0,0,81,0,10,0,0,0,0,10,0,MC_0563,2025-03-08,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
56,0,68,291,52,0,0,52,0,3,0,0,0,0,3,0,MC_0563,2025-03-09,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
13,0,58,47,14,0,0,14,0,1,0,0,0,0,1,0,MC_0563,2025-03-10,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,MC_0563,2025-03-11,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
1,0,0,81,5,0,0,4,0,1,0,0,0,1,0,0,MC_0563,2025-03-12,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
54,0,133,579,26,0,0,26,2,7,1,0,2,0,8,1,MC_0563,2025-03-13,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
145,1,157,380,34,0,0,34,5,7,5,0,0,0,7,0,MC_0563,2025-03-18,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
25,0,24,117,37,0,0,36,0,2,0,0,0,1,1,0,MC_0563,2025-03-19,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
71,0,29,141,8,0,0,8,0,1,0,0,0,0,1,0,MC_0563,2025-03-20,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
17,0,79,698,34,0,0,34,0,4,0,0,0,0,4,0,MC_0563,2025-03-21,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
151,0,229,354,146,1,4,151,0,4,1,0,0,0,9,0,MC_0563,2025-03-22,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
48,0,91,84,27,0,0,27,0,3,0,0,0,0,2,0,MC_0563,2025-03-24,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
182,0,34,161,10,0,0,10,0,1,0,0,0,0,1,0,MC_0563,2025-03-25,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
3,0,21,424,2,0,0,2,0,1,0,0,0,0,1,0,MC_0563,2025-03-26,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
251,0,152,346,31,0,2,33,0,3,0,0,0,0,5,0,MC_0563,2025-03-27,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
0,0,8,753,2,0,1,3,0,1,0,0,0,0,2,0,MC_0563,2025-03-28,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
9,0,80,129,32,0,0,32,0,4,0,0,0,0,4,0,MC_0563,2025-03-29,sub_3,2023-11-09 00:00:00.000,2023-09-27 00:00:00.000,Normal Operation (Balanced Use)
18,0,88,9,1,0,0,2,0,3,1,0,0,0,2,1,MC_0570,2025-03-02,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
26,0,359,2,19,0,7,25,1,2,1,0,0,0,8,0,MC_0570,2025-03-03,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,MC_0570,2025-03-04,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
25,0,275,2,32,0,2,33,0,5,1,0,0,0,5,1,MC_0570,2025-03-05,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
14,0,9,0,6,0,1,7,0,1,1,0,0,0,1,1,MC_0570,2025-03-06,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
0,0,2,1,0,0,0,0,1,1,1,0,0,0,1,0,MC_0570,2025-03-07,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
31,0,169,129,28,0,0,28,2,16,4,0,0,1,14,2,MC_0570,2025-03-11,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
33,0,215,0,7,0,0,6,1,0,1,0,0,0,0,0,MC_0570,2025-03-12,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
58,0,288,24,30,0,0,31,0,3,1,0,0,0,2,1,MC_0570,2025-03-13,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
6,0,294,0,6,0,0,5,1,0,1,0,0,0,0,0,MC_0570,2025-03-14,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
1,0,15,0,2,0,0,3,0,1,1,0,0,0,0,1,MC_0570,2025-03-16,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
5,0,263,42,5,0,0,4,0,2,0,0,0,0,1,0,MC_0570,2025-03-17,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
13,1,365,37,9,0,0,9,2,9,3,0,1,1,8,2,MC_0570,2025-03-18,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
49,0,295,1,27,0,0,26,0,3,1,0,0,0,2,1,MC_0570,2025-03-19,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,MC_0570,2025-03-20,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
4,6,194,0,8,0,0,8,6,4,7,0,0,0,3,0,MC_0570,2025-03-21,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
52,0,288,33,32,0,0,32,0,10,2,0,0,1,8,2,MC_0570,2025-03-24,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
60,0,251,1,39,0,0,38,0,7,0,0,0,0,7,0,MC_0570,2025-03-25,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Idle–Stable (High Ready Time)
33,0,219,10,17,0,2,19,0,8,2,0,0,0,7,2,MC_0570,2025-03-26,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
2,0,190,1,3,0,0,3,0,1,0,0,0,0,1,0,MC_0570,2025-03-27,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,MC_0570,2025-03-30,sub_3,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,Normal Operation (Balanced Use)
151,39,252,22,8,3,0,9,4,1,6,2,0,0,0,1,MC_0582,2025-03-03,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
372,7,239,0,29,0,0,28,3,2,3,1,0,0,1,1,MC_0582,2025-03-04,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
300,2,301,13,46,0,1,46,2,9,3,1,0,0,8,2,MC_0582,2025-03-05,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
464,8,156,9,34,4,0,33,5,2,5,5,0,0,1,1,MC_0582,2025-03-06,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
261,0,282,2,28,0,1,29,0,1,1,0,0,0,1,1,MC_0582,2025-03-07,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
268,10,351,0,58,4,0,59,2,1,4,3,0,0,0,1,MC_0582,2025-03-10,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
214,0,405,4,40,2,0,42,1,2,4,0,0,0,1,1,MC_0582,2025-03-11,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
503,11,89,0,36,0,0,36,0,1,1,0,0,0,0,1,MC_0582,2025-03-12,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
545,2,58,11,25,0,0,24,1,4,1,1,0,0,2,1,MC_0582,2025-03-13,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,MC_0582,2025-03-14,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Normal Operation (Balanced Use)
87,3,342,12,17,0,1,17,6,1,6,1,0,0,2,1,MC_0582,2025-03-17,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
265,10,320,26,53,1,0,53,1,2,2,1,0,0,1,1,MC_0582,2025-03-18,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
464,0,160,0,28,0,0,28,0,2,2,0,0,0,0,2,MC_0582,2025-03-19,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
331,1,218,7,40,2,0,39,0,1,0,3,0,0,0,1,MC_0582,2025-03-20,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
262,75,269,1,42,15,0,43,1,2,3,14,1,0,1,2,MC_0582,2025-03-21,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
224,9,379,10,47,1,0,46,3,4,4,2,2,0,1,4,MC_0582,2025-03-24,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
195,4,317,0,42,2,0,42,4,0,4,3,0,0,0,1,MC_0582,2025-03-25,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Idle–Stable (High Ready Time)
30,0,115,0,10,0,0,9,2,0,2,0,0,0,0,0,MC_0582,2025-03-26,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Normal Operation (Balanced Use)
146,2,153,0,50,0,0,49,4,0,3,1,0,0,0,0,MC_0582,2025-03-27,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,Normal Operation (Balanced Use)
232,4,190,0,39,0,0,39,5,1,6,0,0,0,0,1,MC_0582,2025-03-28,sub_3,2023-10-11 00:00:00.000,2023-10-06 00:00:00.000,High Execution / Productive
151,1,309,0,12,1,0,13,0,1,2,0,0,0,0,1,MC_0583,2025-03-04,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
280,12,228,1,15,5,1,21,0,0,6,0,0,0,1,1,MC_0583,2025-03-05,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,High Execution / Productive
265,0,264,0,13,1,0,14,0,1,1,0,0,0,0,0,MC_0583,2025-03-06,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
102,0,216,26,6,0,0,6,1,1,1,0,0,0,1,1,MC_0583,2025-03-07,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Normal Operation (Balanced Use)
329,3,199,0,8,0,0,8,3,2,4,0,0,0,1,0,MC_0583,2025-03-10,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,High Execution / Productive
299,0,228,0,9,0,1,10,0,0,1,0,0,0,0,1,MC_0583,2025-03-11,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,High Execution / Productive
268,0,253,2,11,1,0,12,1,2,3,0,0,0,1,1,MC_0583,2025-03-12,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
124,2,340,48,13,1,3,17,1,1,3,0,0,0,4,1,MC_0583,2025-03-13,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
131,9,217,0,5,2,0,7,0,1,2,0,0,0,0,0,MC_0583,2025-03-14,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Normal Operation (Balanced Use)
191,1,334,0,10,0,0,10,1,1,2,0,0,0,0,1,MC_0583,2025-03-17,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
217,2,302,5,17,0,0,17,4,2,4,0,1,0,2,1,MC_0583,2025-03-18,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
201,1,325,0,11,0,0,11,2,1,3,0,0,0,0,1,MC_0583,2025-03-19,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
161,5,346,0,23,4,0,26,2,1,6,1,0,0,0,1,MC_0583,2025-03-20,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
12,0,54,251,1,0,0,1,0,1,1,0,0,0,0,1,MC_0583,2025-03-21,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Normal Operation (Balanced Use)
84,0,304,6,14,0,1,15,0,1,1,0,0,0,2,1,MC_0583,2025-03-25,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Idle–Stable (High Ready Time)
398,0,118,24,13,0,6,17,1,1,0,0,0,2,5,0,MC_0583,2025-03-26,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,High Execution / Productive
394,1,121,2,6,0,0,6,0,1,1,0,0,0,1,0,MC_0583,2025-03-27,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,High Execution / Productive
142,0,164,3,17,0,1,18,0,2,0,0,0,0,2,0,MC_0583,2025-03-28,sub_3,2023-12-07 00:00:00.000,2023-12-06 00:00:00.000,Normal Operation (Balanced Use)
243,0,125,197,14,1,3,18,1,5,2,0,1,0,8,1,MC_0585,2025-03-01,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
1,0,443,26,2,0,0,2,0,4,0,0,0,0,4,0,MC_0585,2025-03-03,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
193,0,282,48,18,0,1,19,1,2,1,0,0,0,3,0,MC_0585,2025-03-04,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
18,1,318,91,3,0,1,4,4,2,3,0,1,0,5,0,MC_0585,2025-03-05,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
50,0,421,45,14,2,3,19,0,9,2,0,0,0,11,0,MC_0585,2025-03-06,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
86,7,178,243,26,6,1,33,10,14,4,0,20,0,27,8,MC_0585,2025-03-07,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
27,0,208,60,11,2,0,13,1,2,2,0,1,0,3,0,MC_0585,2025-03-10,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
3,1,221,144,7,0,2,9,14,5,14,0,0,0,7,0,MC_0585,2025-03-11,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
0,0,360,2,1,0,0,1,1,3,1,0,0,0,3,0,MC_0585,2025-03-12,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
0,0,443,0,0,0,0,0,0,1,0,0,0,0,1,0,MC_0585,2025-03-13,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
79,50,278,106,12,15,1,28,7,10,15,0,20,0,19,13,MC_0585,2025-03-14,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,0,MC_0585,2025-03-15,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
34,0,231,48,5,1,0,6,1,6,2,0,0,0,6,0,MC_0585,2025-03-17,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
111,0,51,34,8,0,5,13,0,1,1,0,0,0,5,1,MC_0585,2025-03-18,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
97,4,300,158,8,0,1,9,4,5,4,0,0,0,6,0,MC_0585,2025-03-19,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
107,0,290,110,7,0,0,7,0,1,0,0,0,0,2,0,MC_0585,2025-03-21,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
38,1,276,114,7,2,0,9,1,10,1,0,2,0,11,0,MC_0585,2025-03-24,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
2,0,234,247,2,0,0,2,0,3,0,0,0,0,4,0,MC_0585,2025-03-25,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
41,0,240,23,1,0,1,2,1,1,1,0,0,0,2,0,MC_0585,2025-03-26,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
102,0,305,9,7,0,0,7,0,2,0,0,0,0,2,0,MC_0585,2025-03-27,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Idle–Stable (High Ready Time)
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MC_0585,2025-03-28,sub_3,2023-10-24 00:00:00.000,2023-10-18 00:00:00.000,Normal Operation (Balanced Use)
274,0,228,3,30,0,12,42,1,0,1,0,0,0,12,0,MC_0599,2025-03-03,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
277,5,218,4,25,0,5,30,1,3,1,0,2,0,8,2,MC_0599,2025-03-04,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
270,0,211,23,36,0,1,37,1,1,1,0,0,0,2,0,MC_0599,2025-03-05,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
201,0,302,1,30,0,3,33,1,1,1,0,2,0,4,2,MC_0599,2025-03-06,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
164,0,319,21,22,0,4,26,0,5,1,0,1,0,9,1,MC_0599,2025-03-07,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
218,0,330,4,34,0,13,46,1,2,1,0,1,1,13,1,MC_0599,2025-03-10,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
274,0,231,8,52,0,4,56,1,2,1,0,1,0,6,2,MC_0599,2025-03-11,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
312,0,217,0,44,0,0,45,0,1,1,0,0,0,1,0,MC_0599,2025-03-12,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
226,2,320,2,38,1,2,40,2,0,1,0,3,0,3,2,MC_0599,2025-03-13,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
164,0,323,12,29,0,0,29,1,3,2,0,0,0,3,0,MC_0599,2025-03-14,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
93,0,183,2,15,0,8,23,1,1,0,0,0,0,9,0,MC_0599,2025-03-17,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Normal Operation (Balanced Use)
198,0,297,10,28,0,13,40,0,3,1,0,0,1,14,0,MC_0599,2025-03-20,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
316,2,181,5,26,0,3,29,1,1,1,0,2,0,4,3,MC_0599,2025-03-21,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
229,0,248,14,31,0,14,42,1,1,1,0,0,3,12,0,MC_0599,2025-03-24,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
206,0,299,4,36,0,4,40,1,1,2,0,2,0,4,3,MC_0599,2025-03-25,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
265,0,244,2,19,0,2,21,2,0,1,0,3,0,3,2,MC_0599,2025-03-26,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,High Execution / Productive
233,0,268,0,25,0,0,25,0,1,1,0,0,0,0,0,MC_0599,2025-03-27,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
243,0,257,1,54,0,4,58,0,1,1,0,2,0,5,3,MC_0599,2025-03-28,sub_3,2023-10-20 00:00:00.000,2023-10-13 00:00:00.000,Idle–Stable (High Ready Time)
329,0,332,63,205,0,0,205,0,5,0,0,0,0,4,0,MC_0603,2025-03-01,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
292,0,323,111,202,0,0,202,0,5,0,0,0,0,6,0,MC_0603,2025-03-03,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
164,0,485,78,142,0,0,141,3,20,3,0,0,1,18,0,MC_0603,2025-03-04,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,Idle–Stable (High Ready Time)
247,0,328,150,145,0,3,148,0,15,0,0,0,0,18,0,MC_0603,2025-03-05,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
360,0,215,118,91,0,1,92,0,5,0,0,0,0,6,0,MC_0603,2025-03-06,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
431,0,220,67,108,0,1,109,1,4,0,0,1,0,6,0,MC_0603,2025-03-07,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
408,0,231,85,338,0,2,340,1,2,0,0,1,0,5,0,MC_0603,2025-03-08,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
446,0,213,72,68,0,0,68,0,5,0,0,0,0,5,0,MC_0603,2025-03-10,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
382,0,306,45,134,0,0,134,0,3,0,0,0,0,3,0,MC_0603,2025-03-11,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
329,0,290,107,188,0,0,188,0,4,0,0,0,0,4,0,MC_0603,2025-03-12,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
355,0,274,85,163,0,0,163,0,5,0,0,0,0,6,0,MC_0603,2025-03-13,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
380,0,301,50,157,0,1,158,0,4,0,0,0,0,4,0,MC_0603,2025-03-14,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
366,0,225,91,175,0,0,175,0,5,0,0,0,0,5,0,MC_0603,2025-03-15,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
344,0,262,124,277,0,0,277,0,3,0,0,0,0,4,0,MC_0603,2025-03-17,sub_3,2023-09-11 00:00:00.000,2023-09-08 00:00:00.000,High Execution / Productive
