EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_EXE,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_READY,N_Change_FAIL_EXE,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,N_Change_POWER_OFF_READY,N_Change_POWER_OFF_FAIL,Serial Number,Date,Subtechnology_Name_ITA,Shipment Date,Manufacturing Date,Cluster_Label
0,0,34,501,0,0,0,0,0,2,0,0,0,0,2,0,MC_0006,2025-03-03,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-04,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
219,0,145,182,3,0,0,1,3,1,1,2,0,0,1,0,MC_0006,2025-03-05,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
66,0,205,268,3,0,0,3,0,2,0,0,0,0,2,0,MC_0006,2025-03-06,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
50,0,129,65,6,0,0,6,0,0,0,0,1,0,1,1,MC_0006,2025-03-07,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
49,0,156,1,6,0,0,6,1,1,1,0,0,0,0,0,MC_0006,2025-03-10,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
51,0,143,350,11,0,0,11,0,1,0,0,0,0,1,0,MC_0006,2025-03-11,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-12,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
40,0,86,402,5,0,0,5,0,1,0,0,0,0,1,0,MC_0006,2025-03-13,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
37,0,26,472,4,0,0,4,0,1,0,0,0,0,1,0,MC_0006,2025-03-14,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-17,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
36,0,249,255,21,0,0,21,0,3,0,0,1,0,3,1,MC_0006,2025-03-18,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-19,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
136,3,287,109,18,2,0,17,8,2,7,3,0,0,2,0,MC_0006,2025-03-20,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Idle–Stable (High Ready Time)
205,1,154,178,4,0,0,2,2,2,0,2,2,0,2,2,MC_0006,2025-03-21,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-24,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
9,0,27,504,2,0,0,2,0,1,0,0,0,0,1,0,MC_0006,2025-03-25,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
15,0,213,307,3,0,0,3,0,1,0,0,0,0,1,0,MC_0006,2025-03-26,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
82,0,78,376,9,0,0,9,0,1,0,0,2,0,1,2,MC_0006,2025-03-27,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,MC_0006,2025-03-28,sub_3,2018-12-27 00:00:00.000,2018-12-13 00:00:00.000,Normal Operation (Balanced Use)
85,0,442,4,85,0,2,87,1,3,1,0,0,0,4,0,MC_0010,2025-03-03,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
120,0,388,0,68,0,0,68,0,1,1,0,0,0,0,1,MC_0010,2025-03-05,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
79,1,400,19,57,0,0,56,0,2,0,1,0,0,2,1,MC_0010,2025-03-06,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
87,1,410,20,46,0,0,46,1,8,3,0,0,0,6,2,MC_0010,2025-03-07,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
131,1,383,23,51,2,0,53,2,15,8,0,0,0,11,4,MC_0010,2025-03-10,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
298,0,218,5,51,0,8,59,0,2,1,0,0,0,9,1,MC_0010,2025-03-11,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
320,1,195,0,41,0,2,43,0,1,1,0,0,0,2,1,MC_0010,2025-03-12,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
313,1,192,7,63,1,4,67,1,3,1,1,0,0,7,0,MC_0010,2025-03-13,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
220,0,283,14,43,0,0,43,0,3,0,0,0,0,3,0,MC_0010,2025-03-14,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
95,0,285,25,60,0,4,64,2,4,2,0,0,0,8,0,MC_0010,2025-03-17,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
63,0,440,14,69,0,1,70,0,3,2,0,0,0,2,2,MC_0010,2025-03-18,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
197,0,292,14,36,0,1,37,0,2,1,0,0,0,2,1,MC_0010,2025-03-19,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
0,1,20,302,0,0,0,0,1,1,1,0,0,0,0,0,MC_0010,2025-03-20,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Normal Operation (Balanced Use)
64,0,269,34,33,0,2,35,0,2,1,0,0,0,4,1,MC_0010,2025-03-21,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
143,1,390,4,36,1,1,38,0,2,3,0,1,0,1,3,MC_0010,2025-03-24,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
90,1,414,4,20,0,0,20,1,1,1,0,0,0,1,0,MC_0010,2025-03-25,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,Idle–Stable (High Ready Time)
303,0,187,5,47,0,5,52,0,3,1,0,0,0,7,1,MC_0010,2025-03-26,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
318,2,193,0,46,0,3,49,2,0,2,0,0,0,3,0,MC_0010,2025-03-27,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
326,1,164,13,42,0,5,47,1,4,1,0,0,0,9,0,MC_0010,2025-03-28,sub_3,2019-05-27 00:00:00.000,2019-05-09 00:00:00.000,High Execution / Productive
53,53,29,1,4,18,1,5,26,2,25,18,5,0,3,5,MC_0012,2025-03-03,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Normal Operation (Balanced Use)
15,192,79,64,5,13,0,6,20,6,21,12,12,0,6,12,MC_0012,2025-03-04,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
63,228,4,35,1,66,0,1,1,0,0,66,10,0,1,9,MC_0012,2025-03-06,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,MC_0012,2025-03-07,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Normal Operation (Balanced Use)
0,41,191,35,1,1,0,1,19,1,18,1,4,0,2,4,MC_0012,2025-03-18,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Normal Operation (Balanced Use)
162,237,82,7,19,28,0,20,47,5,51,27,7,0,2,10,MC_0012,2025-03-19,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
117,274,169,18,13,35,0,21,29,0,36,27,5,0,1,4,MC_0012,2025-03-20,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
55,208,82,3,1,21,0,1,19,0,19,21,9,0,0,9,MC_0012,2025-03-21,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
55,416,5,45,3,18,0,0,12,0,9,21,7,0,0,7,MC_0012,2025-03-24,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
79,436,8,12,4,29,0,4,7,0,7,29,4,0,0,4,MC_0012,2025-03-25,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
119,393,0,11,0,41,0,0,1,0,1,41,3,0,0,3,MC_0012,2025-03-26,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
190,312,4,16,2,53,0,0,10,1,8,55,18,0,1,18,MC_0012,2025-03-27,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Faulty / High Failure Duration
0,19,0,423,0,0,0,0,0,0,0,0,4,0,0,3,MC_0012,2025-03-28,sub_3,2019-12-30 00:00:00.000,2019-12-20 00:00:00.000,Normal Operation (Balanced Use)
292,215,0,136,0,38,0,0,0,0,0,38,3,0,0,3,MC_0015,2025-03-03,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
148,313,2,180,0,39,0,0,1,0,1,39,9,0,0,9,MC_0015,2025-03-04,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
92,309,0,0,0,28,0,0,0,0,0,28,3,0,0,3,MC_0015,2025-03-05,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
197,443,0,3,0,48,0,0,0,0,0,48,9,0,0,9,MC_0015,2025-03-06,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
15,179,0,5,0,13,1,0,0,0,0,14,2,0,0,3,MC_0015,2025-03-07,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Normal Operation (Balanced Use)
390,231,7,4,0,36,0,0,1,0,1,36,3,0,0,3,MC_0015,2025-03-10,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
224,273,0,127,0,38,0,0,0,0,0,38,6,0,0,6,MC_0015,2025-03-11,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
223,399,0,0,0,39,2,0,0,0,0,41,1,0,0,3,MC_0015,2025-03-12,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
214,383,0,32,0,52,1,0,0,0,0,53,8,0,0,9,MC_0015,2025-03-13,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
320,315,0,0,0,26,0,0,0,0,0,26,2,0,0,2,MC_0015,2025-03-14,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
169,375,0,0,0,41,1,0,0,0,0,42,1,0,0,2,MC_0015,2025-03-17,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
226,380,0,0,0,26,0,0,0,0,0,26,2,0,0,2,MC_0015,2025-03-18,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
159,456,0,2,0,53,0,0,0,0,0,53,2,0,0,2,MC_0015,2025-03-20,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
170,450,0,0,0,31,2,0,0,0,0,33,0,0,0,2,MC_0015,2025-03-24,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
225,382,0,0,0,39,0,0,0,0,0,39,2,0,0,2,MC_0015,2025-03-28,sub_3,2021-06-15 00:00:00.000,2020-02-14 00:00:00.000,Faulty / High Failure Duration
267,0,230,133,10,0,1,11,0,1,3,0,0,0,0,3,MC_0017,2025-03-03,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
125,0,220,291,10,0,0,10,0,3,3,0,0,0,0,3,MC_0017,2025-03-04,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
165,0,524,109,4,1,0,5,0,2,2,0,0,0,0,2,MC_0017,2025-03-05,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Idle–Stable (High Ready Time)
47,0,65,526,5,0,1,5,0,2,2,1,0,0,0,2,MC_0017,2025-03-06,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
61,0,193,380,52,0,0,52,0,1,2,0,0,0,0,2,MC_0017,2025-03-07,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
32,0,113,183,15,0,0,15,0,2,2,0,0,0,0,2,MC_0017,2025-03-10,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
211,0,182,629,25,0,0,25,0,5,4,0,0,0,0,5,MC_0017,2025-03-11,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
205,0,409,240,21,0,0,21,1,9,10,0,0,0,0,9,MC_0017,2025-03-12,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Idle–Stable (High Ready Time)
392,0,184,2,4,0,0,4,1,1,2,0,0,0,0,1,MC_0017,2025-03-13,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,High Execution / Productive
126,0,119,159,10,0,0,11,0,4,5,0,0,0,0,4,MC_0017,2025-03-14,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
128,0,8,355,1,0,0,0,0,1,0,0,0,0,0,0,MC_0017,2025-03-17,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,MC_0017,2025-03-18,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
367,0,273,97,18,0,0,18,0,3,4,0,1,0,0,5,MC_0017,2025-03-19,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,High Execution / Productive
322,12,403,26,14,0,1,14,5,2,6,1,1,0,0,4,MC_0017,2025-03-20,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Idle–Stable (High Ready Time)
473,0,150,1,28,0,1,29,1,0,2,0,0,0,0,1,MC_0017,2025-03-21,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,High Execution / Productive
266,0,88,0,16,0,0,16,0,0,1,0,0,0,0,0,MC_0017,2025-03-22,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
272,0,297,56,16,0,1,17,1,1,3,0,0,0,0,2,MC_0017,2025-03-24,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Idle–Stable (High Ready Time)
338,0,184,361,21,0,0,21,1,3,3,0,0,0,0,3,MC_0017,2025-03-25,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,High Execution / Productive
204,0,19,719,1,0,0,1,0,1,1,0,0,0,0,0,MC_0017,2025-03-26,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
126,3,101,388,13,0,0,13,1,1,3,0,0,0,0,2,MC_0017,2025-03-27,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,Normal Operation (Balanced Use)
344,0,343,0,47,0,0,47,1,1,1,0,0,0,0,0,MC_0017,2025-03-28,sub_3,2019-10-26 00:00:00.000,2019-10-25 00:00:00.000,High Execution / Productive
0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,MC_0018,2025-03-04,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
88,0,92,472,26,0,1,27,0,1,1,0,0,0,1,1,MC_0018,2025-03-05,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
84,3,192,207,24,0,0,24,2,3,3,0,0,0,3,1,MC_0018,2025-03-06,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
67,3,227,311,21,0,2,23,3,1,2,0,1,0,4,0,MC_0018,2025-03-07,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
103,0,174,76,40,0,0,40,2,3,2,0,0,0,3,0,MC_0018,2025-03-10,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
271,0,261,291,5,0,0,5,0,4,2,0,1,0,1,3,MC_0018,2025-03-12,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
106,9,117,133,26,0,0,26,0,2,1,0,1,0,2,2,MC_0018,2025-03-14,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
0,0,4,508,0,0,0,0,0,1,0,0,0,0,0,0,MC_0018,2025-03-17,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
1,0,17,256,2,0,0,2,0,1,1,0,0,0,0,1,MC_0018,2025-03-18,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
15,0,102,313,3,0,0,3,1,2,2,0,0,0,1,1,MC_0018,2025-03-20,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
133,0,306,168,25,0,0,25,0,5,1,0,0,0,5,1,MC_0018,2025-03-21,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Idle–Stable (High Ready Time)
78,0,113,124,1,0,1,2,1,1,1,0,1,0,1,1,MC_0018,2025-03-22,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
185,0,111,313,12,0,2,14,1,1,2,0,0,0,3,1,MC_0018,2025-03-24,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
229,0,124,274,16,0,0,16,0,3,1,0,0,0,1,1,MC_0018,2025-03-25,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
232,0,190,19,31,0,2,33,1,2,2,0,1,0,4,2,MC_0018,2025-03-27,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
37,0,320,296,26,0,1,27,0,8,1,0,0,0,7,1,MC_0018,2025-03-28,sub_3,2019-10-24 00:00:00.000,2019-09-30 00:00:00.000,Normal Operation (Balanced Use)
572,0,55,2,22,0,0,22,1,1,1,0,0,0,1,0,MC_0019,2025-03-03,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
586,0,41,1,19,0,0,19,0,1,0,0,0,0,1,0,MC_0019,2025-03-04,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
586,0,41,1,18,0,0,18,0,1,0,0,1,0,1,1,MC_0019,2025-03-05,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
532,0,59,1,19,0,0,19,0,1,1,0,0,0,0,1,MC_0019,2025-03-06,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
223,0,112,18,20,0,0,20,0,5,0,0,1,0,5,1,MC_0019,2025-03-07,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,Normal Operation (Balanced Use)
496,0,112,31,14,0,3,17,0,1,0,0,3,0,4,3,MC_0019,2025-03-10,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
317,0,130,14,30,0,7,37,0,2,0,0,15,0,9,15,MC_0019,2025-03-11,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
427,0,157,51,39,0,0,39,0,9,0,0,3,0,9,3,MC_0019,2025-03-12,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
537,0,80,6,31,0,0,31,1,3,1,0,0,0,3,0,MC_0019,2025-03-13,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
203,0,60,2,13,0,0,13,0,3,1,0,0,0,2,1,MC_0019,2025-03-14,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,Normal Operation (Balanced Use)
532,6,74,16,35,2,3,40,0,3,2,0,3,0,6,3,MC_0019,2025-03-17,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
474,0,93,2,36,0,0,36,0,1,0,0,0,0,1,0,MC_0019,2025-03-18,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
562,7,73,3,31,3,2,36,0,1,3,0,0,0,3,0,MC_0019,2025-03-19,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
578,7,80,11,29,3,3,35,1,14,4,0,5,0,17,5,MC_0019,2025-03-20,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
381,0,53,11,17,0,0,17,1,9,1,0,0,0,9,0,MC_0019,2025-03-21,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
522,0,100,16,37,0,0,37,0,14,0,0,1,0,15,1,MC_0019,2025-03-24,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
448,3,143,19,20,1,1,22,0,14,1,0,1,0,14,1,MC_0019,2025-03-25,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,High Execution / Productive
163,0,416,3,132,0,0,132,0,2,0,0,0,0,2,0,MC_0019,2025-03-26,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,Idle–Stable (High Ready Time)
180,0,392,13,84,0,1,85,3,4,3,0,6,0,5,6,MC_0019,2025-03-27,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,Idle–Stable (High Ready Time)
26,0,47,4,10,0,1,11,0,2,0,0,0,0,4,0,MC_0019,2025-03-28,sub_3,2019-11-26 00:00:00.000,2019-11-18 00:00:00.000,Normal Operation (Balanced Use)
87,0,392,25,20,0,0,20,0,2,0,0,0,0,2,0,MC_0021,2025-03-03,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
18,0,456,36,8,0,0,8,0,2,0,0,0,0,2,0,MC_0021,2025-03-04,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
6,0,345,156,5,0,0,5,0,2,0,0,0,0,2,0,MC_0021,2025-03-05,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
29,0,473,0,5,0,0,5,0,1,0,0,0,0,1,0,MC_0021,2025-03-06,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
117,0,357,25,15,0,0,15,0,2,0,0,0,0,2,0,MC_0021,2025-03-07,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
57,0,399,46,13,0,0,13,0,4,0,0,0,0,4,0,MC_0021,2025-03-10,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
41,0,437,29,6,0,0,6,0,3,0,0,0,0,3,0,MC_0021,2025-03-11,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
44,0,420,26,26,0,0,26,0,2,0,0,0,0,2,0,MC_0021,2025-03-12,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
26,0,449,32,16,0,0,16,0,3,0,0,0,0,2,0,MC_0021,2025-03-13,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
15,0,429,41,9,0,0,9,3,2,3,0,0,0,3,0,MC_0021,2025-03-14,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
0,0,255,248,0,0,0,0,0,3,0,0,0,0,3,0,MC_0021,2025-03-17,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Normal Operation (Balanced Use)
7,0,336,47,3,0,6,9,0,4,0,0,0,0,9,0,MC_0021,2025-03-19,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
96,0,325,42,30,0,0,30,1,2,1,0,0,0,3,0,MC_0021,2025-03-20,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
104,0,366,29,16,0,0,16,0,3,0,0,0,0,2,0,MC_0021,2025-03-21,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
65,0,366,75,36,0,1,37,0,4,0,0,0,0,6,0,MC_0021,2025-03-24,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
27,0,370,109,33,0,0,33,0,8,0,0,0,0,8,0,MC_0021,2025-03-25,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
46,0,414,36,5,0,0,5,0,1,0,0,0,0,1,0,MC_0021,2025-03-26,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
48,15,375,26,15,0,0,15,2,2,2,0,0,0,2,0,MC_0021,2025-03-27,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Idle–Stable (High Ready Time)
8,0,280,211,4,0,0,4,0,2,0,0,0,0,2,0,MC_0021,2025-03-28,sub_3,2019-12-23 00:00:00.000,2019-12-10 00:00:00.000,Normal Operation (Balanced Use)
174,1,276,81,16,2,0,18,0,3,2,0,0,0,3,0,MC_0022,2025-03-03,sub_3,2019-12-05 00:00:00.000,2019-12-02 00:00:00.000,Idle–Stable (High Ready Time)
210,0,238,83,11,0,1,12,0,2,0,0,0,0,2,0,MC_0022,2025-03-04,sub_3,2019-12-05 00:00:00.000,2019-12-02 00:00:00.000,Normal Operation (Balanced Use)
93,0,316,138,10,0,2,12,0,1,0,0,2,0,3,2,MC_0022,2025-03-05,sub_3,2019-12-05 00:00:00.000,2019-12-02 00:00:00.000,Idle–Stable (High Ready Time)
