EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,DBSCAN_Cluster,Serial Number,Date,Subtechnology_Name_ITA
149,123,48,29,68,18,0,76,0,6,0,0,MC_0007,2025-03-01,sub_4
21,17,21,27,8,0,0,11,0,3,0,0,MC_0007,2025-03-03,sub_4
7,121,22,126,3,6,0,6,2,5,0,0,MC_0007,2025-03-05,sub_4
58,106,27,0,20,6,2,26,0,1,0,0,MC_0007,2025-03-06,sub_4
41,27,5,0,10,1,0,14,0,0,0,0,MC_0007,2025-03-10,sub_4
34,21,3,24,13,20,0,17,0,1,0,0,MC_0007,2025-03-11,sub_4
36,32,42,3,20,1,0,22,0,2,0,0,MC_0007,2025-03-12,sub_4
187,163,76,99,92,25,0,94,0,2,0,0,MC_0007,2025-03-13,sub_4
123,153,39,180,81,44,1,94,4,5,0,0,MC_0007,2025-03-14,sub_4
118,153,17,27,75,66,3,82,1,8,1,0,MC_0007,2025-03-17,sub_4
59,131,25,27,45,5,0,55,0,2,0,0,MC_0007,2025-03-18,sub_4
0,0,0,84,0,0,0,0,0,1,0,0,MC_0007,2025-03-27,sub_4
39,4,113,28,45,1,0,8,6,4,0,0,MC_0008,2025-03-01,sub_4
86,0,375,33,57,0,0,4,7,0,0,0,MC_0008,2025-03-03,sub_4
137,0,393,9,109,0,1,1,2,0,0,0,MC_0008,2025-03-04,sub_4
81,0,382,6,121,0,0,1,3,0,0,0,MC_0008,2025-03-05,sub_4
118,0,389,8,87,0,0,1,5,0,0,0,MC_0008,2025-03-06,sub_4
121,0,378,2,35,0,1,1,3,0,0,0,MC_0008,2025-03-07,sub_4
176,0,352,19,83,1,1,1,3,1,0,0,MC_0008,2025-03-10,sub_4
273,0,278,11,93,2,0,0,3,2,0,0,MC_0008,2025-03-11,sub_4
222,1,322,6,103,1,0,3,3,1,0,0,MC_0008,2025-03-12,sub_4
248,0,301,0,81,0,0,0,2,0,0,0,MC_0008,2025-03-13,sub_4
209,0,280,19,68,1,0,0,3,1,0,0,MC_0008,2025-03-14,sub_4
113,0,114,15,37,1,0,0,1,1,0,0,MC_0008,2025-03-15,sub_4
165,3,182,71,65,1,2,0,3,0,0,0,MC_0008,2025-03-17,sub_4
98,0,334,2,28,0,0,1,2,0,0,0,MC_0008,2025-03-18,sub_4
116,44,321,35,65,1,0,1,2,1,0,0,MC_0008,2025-03-19,sub_4
155,6,293,27,40,0,0,2,4,0,0,0,MC_0008,2025-03-20,sub_4
297,0,203,0,45,0,0,0,1,0,0,0,MC_0008,2025-03-21,sub_4
21,0,138,79,12,0,0,0,1,0,0,0,MC_0008,2025-03-22,sub_4
17,2,355,3,5,1,0,2,3,1,1,0,MC_0008,2025-03-24,sub_4
48,0,169,0,27,0,0,0,0,0,0,0,MC_0008,2025-03-26,sub_4
314,35,191,9,51,0,0,2,3,1,0,0,MC_0008,2025-03-27,sub_4
239,0,250,12,59,2,0,0,4,2,0,0,MC_0008,2025-03-28,sub_4
60,374,5,98,0,49,0,3,0,5,0,0,MC_0009,2025-03-03,sub_4
110,340,0,87,0,42,0,1,0,6,0,0,MC_0009,2025-03-04,sub_4
0,0,0,540,0,0,0,0,0,0,0,0,MC_0009,2025-03-05,sub_4
96,344,0,74,0,40,0,1,0,1,0,0,MC_0009,2025-03-06,sub_4
24,142,22,347,0,2,0,2,1,4,0,0,MC_0009,2025-03-07,sub_4
272,63,34,168,0,11,0,4,0,5,0,0,MC_0009,2025-03-10,sub_4
234,170,1,122,0,28,0,1,0,5,0,0,MC_0009,2025-03-11,sub_4
44,419,0,75,0,27,0,0,0,3,0,0,MC_0009,2025-03-12,sub_4
98,287,15,137,0,48,0,8,0,4,0,0,MC_0009,2025-03-13,sub_4
114,180,58,184,0,23,2,3,1,2,1,0,MC_0009,2025-03-14,sub_4
137,152,0,176,0,21,1,5,0,4,0,0,MC_0009,2025-03-17,sub_4
16,130,9,375,0,19,0,8,0,1,0,0,MC_0009,2025-03-18,sub_4
243,184,16,94,0,43,0,6,0,3,0,0,MC_0009,2025-03-19,sub_4
77,344,0,109,0,27,0,3,0,5,0,0,MC_0009,2025-03-20,sub_4
35,178,2,20,0,24,0,0,1,4,0,0,MC_0009,2025-03-21,sub_4
0,30,433,58,0,1,0,3,1,2,0,0,MC_0009,2025-03-24,sub_4
107,281,36,63,0,11,1,9,1,5,0,0,MC_0009,2025-03-25,sub_4
188,274,0,76,0,27,0,4,1,3,0,0,MC_0009,2025-03-26,sub_4
77,189,1,258,0,17,0,4,0,4,0,0,MC_0009,2025-03-27,sub_4
0,363,121,50,0,0,0,4,0,2,0,0,MC_0009,2025-03-28,sub_4
71,429,37,1,4,96,0,15,1,1,0,0,MC_0013,2025-03-03,sub_4
149,379,22,0,1,78,0,5,0,0,0,0,MC_0013,2025-03-04,sub_4
142,348,26,19,3,114,0,19,4,5,0,0,MC_0013,2025-03-05,sub_4
0,5,0,13,0,0,0,0,0,0,0,0,MC_0013,2025-03-06,sub_4
140,403,3,0,2,123,0,9,0,0,0,0,MC_0013,2025-03-07,sub_4
253,385,7,6,7,146,1,9,0,3,0,0,MC_0013,2025-03-10,sub_4
94,408,21,17,5,46,0,11,1,2,0,0,MC_0013,2025-03-11,sub_4
180,439,13,15,3,131,2,15,1,3,0,0,MC_0013,2025-03-12,sub_4
154,301,45,149,9,72,3,26,0,3,0,0,MC_0013,2025-03-13,sub_4
241,273,67,0,4,47,0,10,0,0,0,0,MC_0013,2025-03-14,sub_4
141,70,69,0,6,17,0,13,0,0,0,0,MC_0013,2025-03-15,sub_4
178,352,84,0,3,65,0,11,0,0,0,0,MC_0013,2025-03-17,sub_4
176,334,36,0,5,123,0,16,0,1,0,0,MC_0013,2025-03-18,sub_4
128,395,117,4,3,101,0,16,1,0,0,0,MC_0013,2025-03-19,sub_4
101,496,23,0,2,114,0,27,0,1,0,0,MC_0013,2025-03-20,sub_4
107,339,50,0,9,75,0,19,0,0,0,0,MC_0013,2025-03-21,sub_4
114,485,47,0,6,146,0,21,0,0,0,0,MC_0013,2025-03-24,sub_4
123,353,126,28,6,119,0,18,2,4,0,0,MC_0013,2025-03-25,sub_4
136,403,10,8,3,141,2,8,0,5,0,0,MC_0013,2025-03-26,sub_4
100,477,25,34,3,78,1,27,3,6,0,0,MC_0013,2025-03-27,sub_4
119,451,12,82,4,117,0,10,0,1,0,0,MC_0013,2025-03-28,sub_4
25,241,2,0,3,30,0,8,0,0,0,0,MC_0013,2025-03-29,sub_4
220,76,1,0,0,33,0,2,0,1,0,0,MC_0014,2025-03-01,sub_4
388,247,6,0,3,69,0,3,0,0,0,0,MC_0014,2025-03-03,sub_4
137,374,7,0,5,50,0,16,0,0,0,0,MC_0014,2025-03-04,sub_4
229,214,32,56,1,76,0,1,2,2,0,0,MC_0014,2025-03-05,sub_4
0,0,0,9,0,0,0,0,0,0,0,0,MC_0014,2025-03-06,sub_4
229,290,12,0,4,85,0,15,1,0,0,0,MC_0014,2025-03-07,sub_4
180,27,3,1,0,30,0,5,2,1,0,0,MC_0014,2025-03-08,sub_4
1,33,22,25,0,6,0,16,4,11,0,0,MC_0014,2025-03-10,sub_4
134,166,38,109,1,28,0,11,1,8,0,0,MC_0014,2025-03-11,sub_4
248,392,2,1,0,72,0,5,0,1,0,0,MC_0014,2025-03-12,sub_4
143,472,36,0,5,61,0,24,1,1,0,0,MC_0014,2025-03-13,sub_4
121,400,48,13,5,64,0,12,0,1,0,0,MC_0014,2025-03-14,sub_4
82,190,10,8,3,46,0,20,0,2,0,0,MC_0014,2025-03-15,sub_4
244,364,4,41,0,65,0,1,4,1,0,0,MC_0014,2025-03-17,sub_4
144,495,13,0,3,44,0,5,0,0,0,0,MC_0014,2025-03-18,sub_4
239,368,41,3,4,69,0,8,2,0,0,0,MC_0014,2025-03-19,sub_4
182,359,57,48,6,57,0,30,9,5,0,0,MC_0014,2025-03-20,sub_4
194,385,3,0,1,51,0,2,0,1,0,0,MC_0014,2025-03-21,sub_4
57,215,6,14,0,20,0,7,0,3,0,0,MC_0014,2025-03-22,sub_4
276,320,11,43,1,102,0,10,5,4,0,0,MC_0014,2025-03-24,sub_4
249,380,1,19,0,101,0,2,1,0,0,0,MC_0014,2025-03-25,sub_4
148,362,100,36,1,85,0,15,8,2,0,0,MC_0014,2025-03-26,sub_4
364,263,22,0,24,78,0,22,0,0,0,0,MC_0014,2025-03-27,sub_4
208,377,1,75,0,57,0,3,0,1,0,0,MC_0014,2025-03-28,sub_4
140,146,3,0,1,33,0,3,0,0,0,0,MC_0014,2025-03-29,sub_4
213,80,679,42,134,85,3,56,31,6,2,-1,MC_0016,2025-03-03,sub_4
260,46,710,25,173,80,8,57,20,2,2,-1,MC_0016,2025-03-04,sub_4
273,75,639,22,171,74,9,85,24,0,2,-1,MC_0016,2025-03-05,sub_4
283,58,656,36,166,94,11,44,22,2,1,-1,MC_0016,2025-03-06,sub_4
162,70,342,148,44,24,5,19,8,4,2,0,MC_0016,2025-03-07,sub_4
365,117,527,25,182,79,8,61,39,4,2,-1,MC_0016,2025-03-10,sub_4
237,53,549,201,98,37,2,41,24,3,2,-1,MC_0016,2025-03-11,sub_4
300,135,573,31,133,64,4,41,5,5,2,-1,MC_0016,2025-03-12,sub_4
393,59,539,33,174,79,11,39,25,5,3,-1,MC_0016,2025-03-13,sub_4
181,53,359,9,91,44,0,30,7,1,1,0,MC_0016,2025-03-14,sub_4
131,59,428,15,52,26,4,22,4,1,0,0,MC_0016,2025-03-17,sub_4
271,86,536,52,116,56,8,40,9,5,2,-1,MC_0016,2025-03-18,sub_4
276,79,639,36,150,80,2,32,24,4,3,-1,MC_0016,2025-03-19,sub_4
97,64,756,92,39,17,6,31,11,4,0,-1,MC_0016,2025-03-20,sub_4
184,40,317,49,82,35,5,44,8,1,1,0,MC_0016,2025-03-21,sub_4
378,68,543,45,147,63,6,36,8,5,2,-1,MC_0016,2025-03-24,sub_4
343,47,609,15,161,72,7,53,18,5,5,-1,MC_0016,2025-03-25,sub_4
349,87,553,28,151,61,7,48,13,4,0,-1,MC_0016,2025-03-26,sub_4
370,70,559,14,178,70,6,69,8,4,8,-1,MC_0016,2025-03-27,sub_4
181,33,370,21,89,43,5,41,7,6,0,0,MC_0016,2025-03-28,sub_4
0,34,7,531,0,3,0,5,0,3,0,0,MC_0025,2025-03-03,sub_4
0,10,14,200,0,1,0,4,2,2,0,0,MC_0025,2025-03-04,sub_4
0,41,0,1,0,1,0,3,0,0,0,0,MC_0025,2025-03-05,sub_4
0,51,1,448,0,1,0,5,1,4,0,0,MC_0025,2025-03-06,sub_4
0,0,0,531,0,0,0,0,0,0,0,0,MC_0025,2025-03-10,sub_4
4,56,14,504,6,14,0,13,0,3,0,0,MC_0025,2025-03-11,sub_4
0,0,0,580,0,0,0,0,0,0,0,0,MC_0025,2025-03-12,sub_4
0,13,4,526,0,1,0,2,0,3,0,0,MC_0025,2025-03-14,sub_4
0,41,4,435,0,1,0,1,0,1,0,0,MC_0025,2025-03-17,sub_4
0,0,0,491,0,0,0,0,0,0,0,0,MC_0025,2025-03-20,sub_4
4,41,9,521,3,2,0,6,0,1,0,0,MC_0025,2025-03-24,sub_4
1,47,24,479,0,7,0,3,0,1,0,0,MC_0025,2025-03-25,sub_4
48,0,220,304,67,0,2,3,10,0,0,0,MC_0027,2025-03-04,sub_4
136,0,359,94,169,0,0,7,2,1,0,0,MC_0027,2025-03-11,sub_4
0,0,0,573,0,0,0,0,0,0,1,0,MC_0027,2025-03-12,sub_4
126,0,314,94,160,0,0,4,3,0,0,0,MC_0027,2025-03-17,sub_4
0,0,0,171,0,0,0,0,0,0,0,0,MC_0027,2025-03-18,sub_4
129,0,372,92,188,0,1,0,3,0,0,0,MC_0027,2025-03-24,sub_4
0,0,0,602,0,0,0,0,0,0,0,0,MC_0027,2025-03-25,sub_4
132,1,358,95,145,0,2,1,3,0,0,0,MC_0027,2025-03-26,sub_4
127,0,377,96,144,0,0,1,2,0,0,0,MC_0027,2025-03-27,sub_4
131,0,435,5,172,0,1,1,3,0,0,0,MC_0027,2025-03-28,sub_4
0,0,0,474,0,0,0,0,0,0,0,0,MC_0032,2025-03-03,sub_4
0,0,0,527,0,0,0,0,0,0,0,0,MC_0032,2025-03-04,sub_4
0,0,0,522,0,0,0,0,0,0,0,0,MC_0032,2025-03-05,sub_4
0,0,0,523,0,0,0,0,0,0,0,0,MC_0032,2025-03-06,sub_4
0,0,0,464,0,0,0,0,0,0,0,0,MC_0032,2025-03-07,sub_4
0,0,0,501,0,0,0,0,0,0,0,0,MC_0032,2025-03-11,sub_4
0,0,0,9,0,0,0,0,0,0,0,0,MC_0032,2025-03-12,sub_4
0,0,0,528,0,0,0,0,0,0,0,0,MC_0032,2025-03-13,sub_4
0,0,0,291,0,0,0,0,0,0,0,0,MC_0032,2025-03-14,sub_4
0,0,0,376,0,0,0,0,0,0,0,0,MC_0032,2025-03-17,sub_4
0,0,0,523,0,0,0,0,0,0,0,0,MC_0032,2025-03-18,sub_4
0,0,0,673,0,0,0,0,0,0,0,0,MC_0032,2025-03-19,sub_4
0,0,0,296,0,0,0,0,0,0,0,0,MC_0032,2025-03-20,sub_4
0,0,0,417,0,0,0,0,0,0,0,0,MC_0032,2025-03-21,sub_4
0,0,0,524,0,0,0,0,0,0,0,0,MC_0032,2025-03-24,sub_4
0,0,0,524,0,0,0,0,0,0,0,0,MC_0032,2025-03-25,sub_4
0,0,0,533,0,0,0,0,0,0,0,0,MC_0032,2025-03-26,sub_4
0,0,0,49,0,0,0,0,0,0,0,0,MC_0032,2025-03-27,sub_4
7,15,5,0,2,21,0,10,0,0,0,0,MC_0036,2025-03-01,sub_4
105,571,28,0,3,80,0,41,0,2,0,0,MC_0036,2025-03-03,sub_4
36,86,2,0,1,21,0,13,0,1,0,0,MC_0036,2025-03-04,sub_4
227,969,61,0,6,113,0,48,0,0,0,-1,MC_0036,2025-03-05,sub_4
300,1093,20,0,6,112,0,47,0,1,0,-1,MC_0036,2025-03-06,sub_4
131,941,138,0,5,75,0,59,1,0,0,-1,MC_0036,2025-03-07,sub_4
2,24,9,0,1,0,0,2,0,1,0,0,MC_0036,2025-03-08,sub_4
231,317,11,135,5,112,1,17,0,3,0,0,MC_0036,2025-03-10,sub_4
85,754,58,0,4,83,0,31,0,0,0,0,MC_0036,2025-03-11,sub_4
173,1142,94,0,5,98,0,41,0,1,0,-1,MC_0036,2025-03-12,sub_4
26,1025,1,0,0,11,0,1,0,0,0,0,MC_0036,2025-03-13,sub_4
154,259,522,0,1,40,0,8,1,2,0,-1,MC_0036,2025-03-14,sub_4
267,873,18,0,2,18,0,6,0,0,0,-1,MC_0036,2025-03-15,sub_4
221,437,20,0,6,81,0,23,0,0,0,0,MC_0036,2025-03-17,sub_4
485,420,165,0,2,40,0,23,1,1,0,-1,MC_0036,2025-03-18,sub_4
456,396,307,0,1,69,0,7,0,0,0,-1,MC_0036,2025-03-19,sub_4
19,34,1,0,0,8,0,1,0,0,0,0,MC_0036,2025-03-20,sub_4
210,257,183,415,2,14,0,17,0,1,0,-1,MC_0036,2025-03-21,sub_4
294,1076,35,0,12,55,0,29,0,0,0,-1,MC_0036,2025-03-22,sub_4
513,303,280,208,3,13,0,7,0,1,0,-1,MC_0036,2025-03-23,sub_4
150,1202,30,0,4,81,0,34,0,0,0,-1,MC_0036,2025-03-24,sub_4
219,1095,94,0,3,56,0,19,1,0,0,-1,MC_0036,2025-03-25,sub_4
15,929,2,0,2,7,0,5,0,0,0,0,MC_0036,2025-03-26,sub_4
274,353,57,7,20,101,0,67,1,1,0,0,MC_0036,2025-03-27,sub_4
35,406,5,0,2,17,0,21,0,0,0,0,MC_0036,2025-03-28,sub_4
0,188,0,153,0,0,0,1,0,3,0,0,MC_0037,2025-03-01,sub_4
110,355,23,41,15,53,0,31,1,1,0,0,MC_0037,2025-03-03,sub_4
91,415,22,9,18,33,0,29,2,5,0,0,MC_0037,2025-03-04,sub_4
51,467,5,45,8,21,0,32,2,5,0,0,MC_0037,2025-03-05,sub_4
118,343,16,74,4,22,0,21,1,4,0,0,MC_0037,2025-03-06,sub_4
101,342,11,4,10,41,0,28,1,5,0,0,MC_0037,2025-03-07,sub_4
35,212,75,199,8,33,0,19,2,4,0,0,MC_0037,2025-03-10,sub_4
98,382,13,41,26,57,0,56,0,2,1,0,MC_0037,2025-03-11,sub_4
113,308,28,85,25,68,0,50,0,9,1,0,MC_0037,2025-03-12,sub_4
186,334,8,14,21,34,0,27,1,2,0,0,MC_0037,2025-03-13,sub_4
129,376,43,10,41,54,0,48,2,1,0,0,MC_0037,2025-03-14,sub_4
214,290,22,30,18,47,0,27,2,4,0,0,MC_0037,2025-03-18,sub_4
205,304,27,5,41,92,0,54,0,3,0,0,MC_0037,2025-03-19,sub_4
130,371,20,37,9,64,0,13,1,5,2,0,MC_0037,2025-03-20,sub_4
96,408,12,18,4,13,0,9,0,4,0,0,MC_0037,2025-03-21,sub_4
165,312,33,11,12,43,0,25,0,0,0,0,MC_0037,2025-03-24,sub_4
138,320,17,71,37,83,1,72,0,4,0,0,MC_0037,2025-03-25,sub_4
127,400,16,3,41,55,0,66,0,3,0,0,MC_0037,2025-03-26,sub_4
113,364,26,1,36,65,0,66,0,3,0,0,MC_0037,2025-03-27,sub_4
139,240,11,4,22,52,1,43,1,2,0,0,MC_0037,2025-03-28,sub_4
20,0,145,0,33,0,0,0,0,0,0,0,MC_0042,2025-03-18,sub_4
23,0,190,1,39,0,0,3,2,0,0,0,MC_0042,2025-03-20,sub_4
55,0,296,0,87,0,0,3,1,0,0,0,MC_0042,2025-03-21,sub_4
25,0,242,84,40,0,0,5,3,0,0,0,MC_0042,2025-03-24,sub_4
42,0,104,33,43,0,0,0,2,0,0,0,MC_0042,2025-03-25,sub_4
20,0,274,135,24,0,0,0,1,0,0,0,MC_0042,2025-03-27,sub_4
45,1,233,234,66,0,0,6,5,0,0,0,MC_0042,2025-03-28,sub_4
47,1,260,75,70,0,0,6,2,0,0,0,MC_0042,2025-03-29,sub_4
0,0,0,3,0,0,0,0,0,0,0,0,MC_0047,2025-03-24,sub_4
30,368,82,0,6,13,0,29,0,1,0,0,MC_0048,2025-03-03,sub_4
24,221,50,0,3,7,0,21,0,1,0,0,MC_0048,2025-03-04,sub_4
56,342,80,2,9,7,0,35,0,2,0,0,MC_0048,2025-03-05,sub_4
21,446,62,18,6,10,0,22,0,3,0,0,MC_0048,2025-03-06,sub_4
67,310,83,0,10,3,0,27,0,1,0,0,MC_0048,2025-03-10,sub_4
40,164,218,16,9,4,0,29,0,2,0,0,MC_0048,2025-03-11,sub_4
57,179,196,8,5,7,0,25,1,1,0,0,MC_0048,2025-03-12,sub_4
17,415,56,0,3,9,0,19,0,2,0,0,MC_0048,2025-03-13,sub_4
39,247,135,12,6,6,0,30,0,5,0,0,MC_0048,2025-03-24,sub_4
66,234,143,1,10,21,0,50,1,2,0,0,MC_0048,2025-03-25,sub_4
14,330,145,1,1,12,0,34,0,0,0,0,MC_0048,2025-03-27,sub_4
14,410,43,6,1,9,1,4,0,5,0,0,MC_0054,2025-03-03,sub_4
37,295,1,992,9,14,1,11,0,2,0,-1,MC_0054,2025-03-04,sub_4
2,10,1,716,0,1,1,1,0,1,0,0,MC_0054,2025-03-05,sub_4
0,0,1,1316,0,0,0,0,1,0,0,0,MC_0054,2025-03-06,sub_4
142,399,4,731,4,6,0,4,2,1,0,-1,MC_0054,2025-03-07,sub_4
0,0,0,655,0,0,0,0,0,0,0,0,MC_0054,2025-03-08,sub_4
0,0,0,0,0,0,0,0,0,0,0,0,MC_0054,2025-03-09,sub_4
0,0,0,737,0,0,0,0,0,0,0,0,MC_0054,2025-03-10,sub_4
0,0,0,97,0,0,0,0,0,0,0,0,MC_0054,2025-03-11,sub_4
1,65,0,1110,1,0,0,2,0,0,0,0,MC_0054,2025-03-18,sub_4
26,237,25,2,4,10,0,5,2,1,0,0,MC_0054,2025-03-19,sub_4
0,315,0,884,0,0,0,0,0,1,0,-1,MC_0054,2025-03-20,sub_4
5,39,0,41,0,2,0,0,0,4,0,0,MC_0054,2025-03-21,sub_4
54,61,17,0,7,12,0,10,0,0,0,0,MC_0054,2025-03-23,sub_4
22,61,2,1066,0,2,0,4,0,2,0,0,MC_0054,2025-03-25,sub_4
0,0,0,856,0,0,0,0,0,0,0,0,MC_0054,2025-03-26,sub_4
23,278,2,1081,1,11,0,2,0,5,0,-1,MC_0054,2025-03-27,sub_4
110,1,381,3,23,0,2,4,2,0,0,0,MC_0057,2025-03-04,sub_4
0,0,503,0,0,0,0,0,1,0,0,0,MC_0057,2025-03-05,sub_4
8,0,454,0,5,0,0,4,1,0,0,0,MC_0057,2025-03-06,sub_4
4,1,552,0,2,0,0,1,1,0,0,0,MC_0057,2025-03-07,sub_4
4,0,160,64,1,0,0,1,2,1,0,0,MC_0057,2025-03-08,sub_4
26,1,539,56,10,0,0,2,2,1,0,0,MC_0057,2025-03-10,sub_4
0,0,0,632,0,0,0,0,0,0,0,0,MC_0057,2025-03-11,sub_4
12,1,477,7,5,0,0,4,2,0,0,0,MC_0057,2025-03-13,sub_4
12,1,175,0,5,0,0,4,0,0,0,0,MC_0057,2025-03-14,sub_4
14,1,416,2,5,0,0,4,1,0,0,0,MC_0057,2025-03-18,sub_4
0,0,492,0,0,0,0,0,1,0,0,0,MC_0057,2025-03-19,sub_4
8,0,392,1,2,0,0,0,0,0,0,0,MC_0057,2025-03-20,sub_4
0,0,216,0,0,0,0,0,0,0,0,0,MC_0057,2025-03-21,sub_4
0,0,431,0,0,0,0,0,0,0,0,0,MC_0057,2025-03-22,sub_4
86,29,441,82,23,1,2,5,1,1,0,0,MC_0057,2025-03-24,sub_4
170,0,394,17,45,0,0,2,2,0,0,0,MC_0057,2025-03-25,sub_4
0,0,267,0,0,0,0,0,1,0,0,0,MC_0057,2025-03-26,sub_4
9,2,400,34,4,0,1,2,1,0,0,0,MC_0057,2025-03-27,sub_4
28,2,183,39,27,0,3,2,2,1,0,0,MC_0057,2025-03-29,sub_4
282,2,445,0,150,2,0,8,0,0,0,0,MC_0058,2025-03-03,sub_4
450,1,566,22,108,0,0,8,6,0,0,0,MC_0058,2025-03-04,sub_4
363,4,693,8,142,3,0,13,3,0,0,0,MC_0058,2025-03-05,sub_4
368,2,697,3,87,1,0,5,2,0,0,0,MC_0058,2025-03-06,sub_4
313,3,622,13,83,1,0,10,5,0,0,0,MC_0058,2025-03-07,sub_4
224,2,552,0,59,1,0,11,0,3,0,0,MC_0058,2025-03-10,sub_4
347,2,671,19,94,3,1,12,3,0,0,0,MC_0058,2025-03-11,sub_4
351,2,673,17,116,2,0,11,3,0,0,0,MC_0058,2025-03-12,sub_4
444,3,553,40,167,4,1,10,3,0,0,0,MC_0058,2025-03-13,sub_4
362,4,666,40,112,3,0,8,5,0,0,0,MC_0058,2025-03-14,sub_4
213,0,550,7,101,0,1,6,3,0,0,0,MC_0058,2025-03-17,sub_4
450,1,590,16,113,3,0,10,2,1,0,0,MC_0058,2025-03-18,sub_4
299,1,465,33,164,2,0,6,4,0,0,0,MC_0058,2025-03-19,sub_4
344,2,400,1,144,3,1,6,0,0,0,0,MC_0058,2025-03-20,sub_4
443,3,600,65,112,3,0,9,5,0,0,0,MC_0058,2025-03-21,sub_4
388,2,475,0,91,3,1,8,1,0,0,0,MC_0058,2025-03-24,sub_4
498,2,542,9,132,2,0,7,1,0,0,0,MC_0058,2025-03-25,sub_4
505,22,526,7,189,1,0,12,2,1,0,0,MC_0058,2025-03-26,sub_4
489,3,542,4,169,4,0,9,2,0,0,0,MC_0058,2025-03-27,sub_4
428,1,515,39,166,1,0,10,5,0,0,0,MC_0058,2025-03-28,sub_4
0,6,16,8,0,0,0,1,0,0,0,0,MC_0063,2025-03-01,sub_4
38,62,3,139,3,18,0,3,1,0,0,0,MC_0063,2025-03-04,sub_4
51,274,12,291,6,13,0,13,0,4,0,0,MC_0063,2025-03-05,sub_4
22,250,83,216,5,6,0,15,0,1,0,0,MC_0063,2025-03-06,sub_4
97,89,133,26,11,78,0,20,0,3,0,0,MC_0063,2025-03-07,sub_4
61,466,63,56,14,48,0,72,1,3,0,0,MC_0063,2025-03-10,sub_4
92,585,13,0,2,29,0,12,0,1,0,0,MC_0063,2025-03-11,sub_4
10,324,13,336,6,10,0,9,0,2,0,0,MC_0063,2025-03-12,sub_4
1,38,6,507,3,6,0,6,0,2,0,0,MC_0063,2025-03-13,sub_4
0,162,0,0,0,0,0,0,0,0,0,0,MC_0063,2025-03-14,sub_4
24,272,9,53,2,14,0,12,0,1,0,0,MC_0063,2025-03-17,sub_4
58,411,92,42,13,36,0,52,8,4,0,0,MC_0063,2025-03-18,sub_4
0,578,0,0,0,0,0,0,0,0,0,0,MC_0063,2025-03-19,sub_4
14,20,10,190,2,1,0,3,0,2,0,0,MC_0063,2025-03-21,sub_4
52,272,89,220,2,16,0,16,10,2,0,0,MC_0063,2025-03-24,sub_4
20,499,55,36,5,18,0,27,1,3,0,0,MC_0063,2025-03-25,sub_4
28,204,88,276,8,14,0,33,1,2,0,0,MC_0063,2025-03-26,sub_4
0,2,1,409,0,0,0,1,0,1,0,0,MC_0063,2025-03-27,sub_4
0,1,7,235,0,0,0,2,1,1,0,0,MC_0063,2025-03-29,sub_4
0,0,0,786,0,0,0,0,0,0,0,0,MC_0065,2025-03-03,sub_4
0,0,0,819,0,0,0,0,0,0,0,0,MC_0065,2025-03-04,sub_4
0,0,0,885,0,0,0,0,0,0,0,0,MC_0065,2025-03-05,sub_4
0,0,0,73,0,0,0,0,0,0,0,0,MC_0065,2025-03-06,sub_4
0,0,0,826,0,0,0,0,0,0,0,0,MC_0065,2025-03-07,sub_4
0,0,0,253,0,0,0,0,0,0,0,0,MC_0065,2025-03-08,sub_4
0,0,0,809,0,0,0,0,0,0,0,0,MC_0065,2025-03-10,sub_4
0,0,0,107,0,0,0,0,0,0,0,0,MC_0065,2025-03-11,sub_4
0,0,0,785,0,0,0,0,0,0,0,0,MC_0065,2025-03-12,sub_4
0,0,0,190,0,0,0,0,0,0,0,0,MC_0065,2025-03-13,sub_4
0,0,0,766,0,0,0,0,0,0,0,0,MC_0065,2025-03-14,sub_4
0,0,0,586,0,0,0,0,0,0,0,0,MC_0065,2025-03-17,sub_4
0,0,0,122,0,0,0,0,0,0,0,0,MC_0065,2025-03-18,sub_4
0,0,0,834,0,0,0,0,0,0,0,0,MC_0065,2025-03-19,sub_4
0,0,0,823,0,0,0,0,0,0,0,0,MC_0065,2025-03-20,sub_4
0,0,0,279,0,0,0,0,0,0,0,0,MC_0065,2025-03-21,sub_4
0,0,0,206,0,0,0,0,0,0,0,0,MC_0065,2025-03-22,sub_4
0,0,0,827,0,0,0,0,0,0,0,0,MC_0065,2025-03-24,sub_4
0,0,0,128,0,0,0,0,0,0,0,0,MC_0065,2025-03-25,sub_4
0,0,0,479,0,0,0,0,0,0,0,0,MC_0065,2025-03-26,sub_4
0,0,0,815,0,0,0,0,0,0,0,0,MC_0065,2025-03-27,sub_4
0,0,0,598,0,0,0,0,0,0,0,0,MC_0065,2025-03-28,sub_4
0,0,0,348,0,0,0,0,0,0,0,0,MC_0065,2025-03-29,sub_4
216,0,249,4,35,0,22,0,1,0,0,0,MC_0066,2025-03-03,sub_4
112,1,229,85,10,2,4,0,5,0,0,0,MC_0066,2025-03-04,sub_4
180,13,171,20,33,10,28,0,0,1,0,0,MC_0066,2025-03-06,sub_4
