EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,DBSCAN_Cluster,Serial Number,Date,Subtechnology_Name_ITA
115,2,169,11,28,0,1,7,5,0,0,0,MC_1009,2025-03-15,sub_4
47,0,334,5,30,0,0,4,2,0,0,0,MC_1009,2025-03-17,sub_4
160,0,333,10,16,0,2,6,5,0,0,0,MC_1009,2025-03-18,sub_4
155,0,333,29,23,0,3,2,5,0,0,0,MC_1009,2025-03-19,sub_4
169,0,414,17,38,0,5,3,6,0,0,0,MC_1009,2025-03-20,sub_4
150,0,370,53,42,0,1,12,8,0,0,0,MC_1009,2025-03-21,sub_4
10,0,42,226,12,0,0,3,3,0,0,0,MC_1009,2025-03-22,sub_4
160,0,363,146,24,0,0,9,12,0,1,0,MC_1009,2025-03-24,sub_4
337,0,278,15,19,0,0,2,3,0,0,0,MC_1009,2025-03-25,sub_4
67,1,569,14,13,0,1,4,3,0,0,0,MC_1009,2025-03-26,sub_4
45,0,363,50,23,0,3,5,2,0,0,0,MC_1009,2025-03-27,sub_4
126,4,374,7,43,0,1,12,5,1,0,0,MC_1009,2025-03-28,sub_4
212,0,102,6,56,0,0,1,8,0,0,0,MC_1009,2025-03-29,sub_4
6,0,28,260,7,0,0,0,2,0,0,0,MC_1010,2025-03-01,sub_4
0,0,164,1,0,0,0,0,1,0,0,0,MC_1010,2025-03-03,sub_4
20,0,229,422,9,0,0,0,2,0,0,0,MC_1010,2025-03-04,sub_4
0,0,3,5,0,0,0,0,2,0,0,0,MC_1010,2025-03-08,sub_4
1,0,55,110,1,0,0,0,1,0,0,0,MC_1010,2025-03-10,sub_4
61,0,474,19,23,0,1,2,2,0,0,0,MC_1010,2025-03-11,sub_4
20,0,472,70,19,0,1,5,2,0,0,0,MC_1010,2025-03-12,sub_4
56,0,252,206,27,0,0,0,3,0,0,0,MC_1010,2025-03-13,sub_4
10,0,432,2,9,0,0,0,0,0,0,0,MC_1010,2025-03-17,sub_4
12,0,246,253,9,0,0,0,5,0,0,0,MC_1010,2025-03-18,sub_4
29,0,128,344,4,0,0,1,1,1,0,0,MC_1010,2025-03-19,sub_4
50,0,67,285,4,0,1,0,2,0,0,0,MC_1010,2025-03-20,sub_4
26,0,181,48,21,0,0,0,3,0,0,0,MC_1010,2025-03-21,sub_4
6,0,107,48,5,0,0,0,6,0,0,0,MC_1010,2025-03-22,sub_4
31,0,150,296,20,0,0,0,4,0,0,0,MC_1010,2025-03-24,sub_4
0,0,0,39,0,0,0,0,0,0,0,0,MC_1010,2025-03-25,sub_4
39,0,401,165,23,0,0,3,3,1,0,0,MC_1010,2025-03-26,sub_4
5,0,88,28,2,0,0,0,3,0,0,0,MC_1010,2025-03-27,sub_4
38,0,153,29,11,0,0,2,3,0,0,0,MC_1011,2025-03-03,sub_4
51,0,84,6,14,0,0,0,2,0,0,0,MC_1011,2025-03-04,sub_4
36,0,91,9,24,0,0,1,1,0,0,0,MC_1011,2025-03-05,sub_4
61,1,264,81,26,1,0,3,1,0,0,0,MC_1011,2025-03-06,sub_4
0,0,2,3,0,0,0,0,2,0,0,0,MC_1011,2025-03-07,sub_4
60,1,172,86,22,0,1,2,3,0,0,0,MC_1011,2025-03-10,sub_4
30,0,50,100,13,0,0,1,5,0,0,0,MC_1011,2025-03-12,sub_4
57,0,199,134,27,0,0,2,4,0,0,0,MC_1011,2025-03-13,sub_4
18,0,160,69,13,1,0,1,6,1,0,0,MC_1011,2025-03-14,sub_4
0,0,30,1,0,0,0,0,1,0,0,0,MC_1011,2025-03-17,sub_4
30,0,47,0,9,0,0,0,0,0,0,0,MC_1011,2025-03-18,sub_4
20,0,142,33,10,0,0,0,3,0,0,0,MC_1011,2025-03-19,sub_4
11,0,113,67,3,0,0,0,2,0,0,0,MC_1011,2025-03-20,sub_4
19,0,90,77,22,0,0,1,2,0,0,0,MC_1011,2025-03-21,sub_4
0,0,4,26,0,0,0,0,1,0,0,0,MC_1011,2025-03-23,sub_4
28,0,87,53,6,0,0,0,3,0,0,0,MC_1011,2025-03-24,sub_4
0,0,2,3,0,0,0,0,1,0,0,0,MC_1011,2025-03-25,sub_4
0,0,0,1,0,0,0,0,0,0,0,0,MC_1011,2025-03-26,sub_4
90,0,141,155,19,0,0,0,3,0,0,0,MC_1011,2025-03-27,sub_4
50,0,395,132,29,0,2,2,8,0,1,0,MC_1011,2025-03-28,sub_4
2,0,48,3,3,0,0,0,0,0,0,0,MC_1012,2025-03-03,sub_4
4,0,236,0,9,0,0,0,1,0,0,0,MC_1012,2025-03-04,sub_4
34,3,212,250,67,0,1,3,5,0,0,0,MC_1012,2025-03-05,sub_4
92,0,236,122,197,0,0,0,4,0,0,0,MC_1012,2025-03-06,sub_4
7,0,72,279,10,0,0,0,1,0,0,0,MC_1012,2025-03-07,sub_4
2,0,65,359,4,0,0,0,1,0,0,0,MC_1012,2025-03-11,sub_4
15,0,345,66,32,0,0,0,2,0,0,0,MC_1012,2025-03-12,sub_4
39,0,370,4,81,0,1,0,1,0,0,0,MC_1012,2025-03-14,sub_4
0,0,0,103,0,0,0,0,0,0,0,0,MC_1012,2025-03-17,sub_4
0,0,449,9,1,0,0,0,1,0,0,0,MC_1012,2025-03-18,sub_4
2,0,297,2,4,0,0,0,2,0,0,0,MC_1012,2025-03-19,sub_4
2,0,261,35,4,0,0,0,1,0,0,0,MC_1012,2025-03-20,sub_4
1,0,357,3,2,0,0,0,1,0,0,0,MC_1012,2025-03-21,sub_4
0,0,0,84,0,0,0,0,0,0,0,0,MC_1012,2025-03-24,sub_4
9,2,424,31,9,3,0,0,1,1,0,0,MC_1012,2025-03-25,sub_4
156,0,275,47,82,0,6,2,8,0,0,0,MC_1012,2025-03-26,sub_4
117,0,356,8,104,0,0,0,2,0,0,0,MC_1012,2025-03-27,sub_4
67,0,389,21,56,0,1,0,2,0,1,0,MC_1012,2025-03-28,sub_4
24,0,125,78,20,0,1,3,2,0,0,0,MC_1013,2025-03-01,sub_4
0,0,7,0,0,0,0,0,0,0,0,0,MC_1013,2025-03-04,sub_4
2,0,65,0,5,0,0,0,1,0,0,0,MC_1013,2025-03-05,sub_4
31,0,259,1,8,0,2,0,2,0,0,0,MC_1013,2025-03-06,sub_4
6,0,80,21,7,0,0,0,3,0,0,0,MC_1013,2025-03-07,sub_4
24,0,240,0,20,0,0,2,1,0,0,0,MC_1013,2025-03-08,sub_4
18,0,571,129,18,0,3,0,5,0,0,0,MC_1013,2025-03-10,sub_4
50,1,332,1,14,1,2,4,1,1,0,0,MC_1013,2025-03-13,sub_4
9,0,160,0,8,0,0,2,2,0,0,0,MC_1013,2025-03-14,sub_4
4,0,72,5,3,0,0,0,1,0,0,0,MC_1013,2025-03-15,sub_4
0,0,176,0,0,0,0,0,0,0,0,0,MC_1013,2025-03-17,sub_4
20,0,457,22,17,0,0,3,4,0,0,0,MC_1013,2025-03-18,sub_4
43,8,360,303,26,5,3,7,5,4,0,0,MC_1013,2025-03-19,sub_4
21,0,241,66,17,0,1,1,1,0,0,0,MC_1013,2025-03-20,sub_4
30,0,470,28,34,0,3,4,3,0,0,0,MC_1013,2025-03-21,sub_4
26,0,546,169,15,0,2,2,3,0,0,0,MC_1013,2025-03-24,sub_4
4,0,64,0,6,0,1,1,2,0,0,0,MC_1013,2025-03-26,sub_4
25,0,101,0,4,0,1,1,2,0,0,0,MC_1013,2025-03-27,sub_4
11,0,68,1,5,0,2,0,2,0,0,0,MC_1013,2025-03-28,sub_4
5,0,43,8,4,0,0,2,1,0,1,0,MC_1013,2025-03-29,sub_4
160,0,45,0,18,0,0,0,1,0,0,0,MC_1018,2025-03-01,sub_4
209,0,292,0,24,3,1,3,0,0,0,0,MC_1018,2025-03-03,sub_4
188,0,331,0,22,0,0,0,1,0,0,0,MC_1018,2025-03-04,sub_4
267,0,359,1,38,1,2,0,0,0,0,0,MC_1018,2025-03-05,sub_4
416,1,377,0,25,2,0,3,1,0,0,0,MC_1018,2025-03-06,sub_4
151,1,362,1,40,2,2,3,1,0,0,0,MC_1018,2025-03-07,sub_4
56,0,140,5,6,0,0,2,0,0,0,0,MC_1018,2025-03-08,sub_4
408,1,258,19,36,0,0,0,4,0,0,0,MC_1018,2025-03-10,sub_4
310,2,211,0,21,1,1,2,0,0,0,0,MC_1018,2025-03-11,sub_4
369,0,146,1,31,4,1,2,1,0,1,0,MC_1018,2025-03-12,sub_4
321,1,198,1,22,6,1,0,1,0,1,0,MC_1018,2025-03-13,sub_4
199,0,307,4,28,0,1,3,1,0,0,0,MC_1018,2025-03-14,sub_4
276,0,104,1,15,0,0,0,1,0,1,0,MC_1018,2025-03-17,sub_4
377,0,148,1,19,0,1,1,1,0,1,0,MC_1018,2025-03-18,sub_4
365,0,152,3,32,8,1,0,2,0,0,0,MC_1018,2025-03-19,sub_4
188,0,324,3,27,0,0,1,0,0,0,0,MC_1018,2025-03-20,sub_4
158,1,353,2,39,2,0,2,3,0,0,0,MC_1018,2025-03-21,sub_4
228,0,286,6,38,1,0,1,1,0,0,0,MC_1018,2025-03-24,sub_4
130,0,382,4,28,0,0,0,4,0,0,0,MC_1018,2025-03-25,sub_4
233,10,272,5,36,0,0,6,4,0,0,0,MC_1018,2025-03-26,sub_4
235,1,270,13,35,1,1,1,2,0,0,0,MC_1018,2025-03-27,sub_4
204,63,216,3,28,2,0,2,1,0,0,0,MC_1018,2025-03-28,sub_4
23,1,258,282,4,1,0,1,1,0,0,0,MC_1019,2025-03-05,sub_4
54,6,435,29,30,0,0,5,5,0,0,0,MC_1019,2025-03-06,sub_4
18,66,112,56,11,0,0,7,5,5,0,0,MC_1019,2025-03-07,sub_4
21,1,378,2,19,0,1,2,4,0,0,0,MC_1019,2025-03-10,sub_4
13,0,511,0,8,0,0,1,1,0,0,0,MC_1019,2025-03-11,sub_4
93,3,404,20,39,0,1,5,2,0,0,0,MC_1019,2025-03-12,sub_4
94,4,472,33,26,3,2,4,12,0,0,0,MC_1019,2025-03-13,sub_4
16,0,255,0,2,0,0,1,1,0,0,0,MC_1019,2025-03-14,sub_4
29,1,102,1,16,0,1,2,1,0,0,0,MC_1019,2025-03-20,sub_4
41,1,153,1,19,0,0,5,2,0,0,0,MC_1019,2025-03-24,sub_4
19,5,497,4,3,0,0,9,5,0,0,0,MC_1019,2025-03-25,sub_4
0,0,4,0,0,0,0,0,0,0,0,0,MC_1019,2025-03-27,sub_4
50,1,490,1,15,1,0,2,4,1,0,0,MC_1019,2025-03-28,sub_4
0,25,35,322,0,0,0,1,2,0,0,0,MC_1021,2025-03-03,sub_4
105,1,378,190,62,0,3,6,4,0,0,0,MC_1021,2025-03-04,sub_4
114,0,282,217,84,0,3,0,5,0,0,0,MC_1021,2025-03-05,sub_4
0,198,132,34,0,0,1,2,1,0,1,0,MC_1021,2025-03-06,sub_4
44,0,272,262,47,1,1,2,10,0,0,0,MC_1021,2025-03-07,sub_4
57,0,194,10,76,0,0,3,1,0,0,0,MC_1021,2025-03-08,sub_4
35,0,378,242,22,0,1,0,4,0,1,0,MC_1021,2025-03-10,sub_4
54,0,123,0,35,0,0,0,1,0,0,0,MC_1021,2025-03-11,sub_4
180,0,179,51,229,0,1,0,2,0,0,0,MC_1021,2025-03-13,sub_4
139,0,338,152,184,0,1,0,1,0,0,0,MC_1021,2025-03-14,sub_4
37,0,150,293,42,0,0,0,6,0,0,0,MC_1021,2025-03-18,sub_4
128,0,67,90,21,0,0,0,2,0,0,0,MC_1021,2025-03-19,sub_4
122,0,318,96,99,0,1,0,2,0,0,0,MC_1021,2025-03-20,sub_4
11,0,147,16,13,0,0,1,0,0,0,0,MC_1021,2025-03-24,sub_4
45,0,103,328,15,0,0,1,3,0,1,0,MC_1021,2025-03-25,sub_4
5,0,7,514,2,0,1,0,3,1,0,0,MC_1021,2025-03-26,sub_4
62,0,137,372,23,2,1,1,5,0,0,0,MC_1021,2025-03-28,sub_4
0,0,0,176,0,0,0,0,0,0,0,0,MC_1022,2025-03-29,sub_4
44,0,465,0,6,0,0,0,1,0,0,0,MC_1027,2025-03-05,sub_4
229,0,263,12,23,0,1,1,2,0,0,0,MC_1027,2025-03-06,sub_4
367,0,118,23,8,0,1,0,1,0,0,0,MC_1027,2025-03-07,sub_4
281,1,170,8,14,1,1,0,0,1,0,0,MC_1027,2025-03-10,sub_4
96,2,401,8,37,4,1,1,1,4,0,0,MC_1027,2025-03-11,sub_4
0,0,471,1,0,0,0,0,2,0,0,0,MC_1027,2025-03-12,sub_4
3,0,359,9,2,0,0,2,4,1,0,0,MC_1027,2025-03-17,sub_4
72,0,383,12,30,1,5,1,12,0,0,0,MC_1027,2025-03-19,sub_4
102,0,370,37,15,0,0,1,2,0,0,0,MC_1027,2025-03-20,sub_4
417,0,90,2,9,1,1,0,0,0,1,0,MC_1027,2025-03-21,sub_4
41,0,462,4,8,0,1,0,3,0,0,0,MC_1027,2025-03-24,sub_4
14,362,121,4,10,0,1,11,3,1,0,0,MC_1027,2025-03-25,sub_4
34,0,218,127,3,0,0,0,2,0,0,0,MC_1027,2025-03-26,sub_4
0,0,280,1,0,0,0,0,0,0,0,0,MC_1027,2025-03-27,sub_4
186,2,325,132,79,0,0,13,4,0,1,0,MC_1030,2025-03-03,sub_4
146,0,455,16,75,0,0,8,2,0,1,0,MC_1030,2025-03-04,sub_4
117,6,403,117,77,0,0,16,3,0,0,0,MC_1030,2025-03-05,sub_4
194,3,451,6,127,3,0,9,2,0,0,0,MC_1030,2025-03-06,sub_4
147,1,403,12,78,1,0,9,5,0,0,0,MC_1030,2025-03-07,sub_4
279,0,375,2,117,0,0,3,2,0,0,0,MC_1030,2025-03-10,sub_4
167,0,223,210,68,0,2,2,2,0,0,0,MC_1030,2025-03-11,sub_4
69,0,574,9,68,0,0,6,6,0,0,0,MC_1030,2025-03-12,sub_4
78,0,451,129,59,0,0,3,2,0,0,0,MC_1030,2025-03-13,sub_4
110,1,370,163,118,0,0,12,7,0,0,0,MC_1030,2025-03-14,sub_4
274,0,145,72,108,0,0,0,4,0,0,0,MC_1030,2025-03-17,sub_4
245,1,344,5,102,1,0,3,4,0,0,0,MC_1030,2025-03-18,sub_4
241,1,318,22,115,0,1,1,1,1,0,0,MC_1030,2025-03-19,sub_4
207,0,387,1,132,1,0,2,0,0,0,0,MC_1030,2025-03-20,sub_4
0,0,21,6,0,0,1,0,3,0,0,0,MC_1030,2025-03-21,sub_4
188,0,320,16,33,0,0,3,5,0,0,0,MC_1030,2025-03-24,sub_4
242,0,426,9,86,0,0,3,5,0,0,0,MC_1030,2025-03-25,sub_4
190,0,460,7,165,0,1,11,3,0,1,0,MC_1030,2025-03-26,sub_4
378,0,282,2,193,0,0,5,2,0,0,0,MC_1030,2025-03-27,sub_4
166,0,442,16,141,0,0,12,8,0,0,0,MC_1030,2025-03-28,sub_4
277,2,602,42,190,2,1,13,9,0,0,0,MC_1031,2025-03-03,sub_4
363,2,477,48,180,0,1,14,7,1,0,0,MC_1031,2025-03-04,sub_4
238,5,655,46,223,0,1,24,6,0,0,0,MC_1031,2025-03-05,sub_4
327,0,562,51,110,0,1,9,11,0,0,0,MC_1031,2025-03-06,sub_4
186,9,673,27,161,1,2,22,14,2,0,0,MC_1031,2025-03-07,sub_4
462,0,438,49,236,0,13,3,5,0,0,0,MC_1031,2025-03-10,sub_4
472,4,412,64,240,0,0,9,13,0,0,0,MC_1031,2025-03-11,sub_4
336,1,598,9,236,1,3,15,5,0,0,0,MC_1031,2025-03-12,sub_4
207,2,695,47,205,0,0,25,11,0,0,0,MC_1031,2025-03-13,sub_4
190,0,637,127,106,0,0,4,11,0,0,0,MC_1031,2025-03-14,sub_4
230,0,430,13,81,1,1,7,7,0,0,0,MC_1031,2025-03-17,sub_4
290,0,649,12,174,0,0,14,9,1,0,0,MC_1031,2025-03-18,sub_4
235,17,618,74,183,5,1,16,14,1,0,0,MC_1031,2025-03-19,sub_4
268,9,646,21,227,2,3,20,9,0,0,0,MC_1031,2025-03-20,sub_4
302,0,627,15,104,1,1,13,7,0,0,0,MC_1031,2025-03-21,sub_4
32,0,92,15,22,3,1,2,7,0,0,0,MC_1031,2025-03-22,sub_4
315,1,519,110,120,0,1,6,11,0,0,0,MC_1031,2025-03-24,sub_4
363,1,544,36,232,0,1,22,6,0,1,0,MC_1031,2025-03-25,sub_4
422,0,495,25,211,0,5,9,9,0,0,0,MC_1031,2025-03-26,sub_4
356,0,535,45,174,0,5,17,11,0,0,0,MC_1031,2025-03-27,sub_4
242,2,599,61,182,1,1,21,10,0,0,0,MC_1031,2025-03-28,sub_4
0,0,0,1,0,0,0,0,0,0,0,0,MC_1034,2025-03-04,sub_4
75,0,51,18,21,0,0,6,5,0,0,0,MC_1034,2025-03-11,sub_4
21,0,5,30,2,0,0,1,1,0,0,0,MC_1034,2025-03-12,sub_4
31,0,5,1,9,0,1,1,0,0,0,0,MC_1034,2025-03-13,sub_4
110,0,60,30,27,0,1,5,1,0,0,0,MC_1034,2025-03-17,sub_4
4,1,5,2,2,0,0,0,3,0,0,0,MC_1034,2025-03-18,sub_4
20,1,67,104,15,1,0,1,11,0,0,0,MC_1034,2025-03-19,sub_4
54,1,56,215,14,0,0,5,6,0,0,0,MC_1034,2025-03-25,sub_4
73,0,42,12,8,1,1,0,2,0,0,0,MC_1034,2025-03-26,sub_4
32,0,224,251,15,1,0,1,5,0,0,0,MC_1037,2025-03-03,sub_4
37,3,138,299,38,0,1,6,1,0,1,0,MC_1037,2025-03-04,sub_4
11,0,103,464,12,0,0,0,4,0,0,0,MC_1037,2025-03-05,sub_4
74,0,102,332,64,0,0,3,3,0,0,0,MC_1037,2025-03-06,sub_4
56,0,191,241,57,0,0,2,3,0,1,0,MC_1037,2025-03-07,sub_4
191,0,229,156,48,0,5,1,2,0,0,0,MC_1037,2025-03-10,sub_4
34,0,127,386,26,0,0,1,8,0,0,0,MC_1037,2025-03-11,sub_4
7,0,12,561,7,0,1,1,4,0,0,0,MC_1037,2025-03-12,sub_4
38,7,170,212,38,0,0,4,4,0,0,0,MC_1037,2025-03-13,sub_4
11,1,162,321,10,0,0,1,8,1,0,0,MC_1037,2025-03-14,sub_4
52,0,118,329,9,0,0,0,1,0,0,0,MC_1037,2025-03-17,sub_4
116,0,173,289,31,1,2,1,7,0,0,0,MC_1037,2025-03-18,sub_4
0,0,0,238,0,0,0,0,1,0,0,0,MC_1037,2025-03-19,sub_4
2,0,42,476,4,0,0,1,3,0,0,0,MC_1037,2025-03-20,sub_4
44,0,136,320,45,0,0,3,4,0,1,0,MC_1037,2025-03-21,sub_4
4,0,68,181,7,0,0,1,1,0,0,0,MC_1037,2025-03-24,sub_4
60,0,156,21,12,0,2,1,0,0,0,0,MC_1037,2025-03-25,sub_4
91,0,151,329,36,0,0,0,4,0,0,0,MC_1037,2025-03-26,sub_4
15,4,22,487,13,1,1,0,4,0,1,0,MC_1037,2025-03-27,sub_4
17,0,7,335,15,0,0,0,1,0,0,0,MC_1037,2025-03-28,sub_4
0,0,286,33,0,0,0,2,1,0,0,0,MC_1038,2025-03-19,sub_4
57,0,81,0,116,0,0,1,1,0,0,0,MC_1038,2025-03-20,sub_4
2,0,77,70,4,0,0,1,2,0,0,0,MC_1038,2025-03-26,sub_4
4,0,85,7,3,0,1,0,1,0,0,0,MC_1038,2025-03-28,sub_4
63,0,459,0,40,0,0,0,1,0,0,0,MC_1039,2025-03-03,sub_4
227,0,276,6,113,0,1,0,3,0,0,0,MC_1039,2025-03-04,sub_4
281,4,165,56,71,0,0,3,2,2,0,0,MC_1039,2025-03-05,sub_4
263,1,269,38,107,1,1,1,1,1,0,0,MC_1039,2025-03-06,sub_4
345,0,129,26,25,0,3,0,6,0,0,0,MC_1039,2025-03-07,sub_4
235,0,230,44,108,0,0,2,3,0,0,0,MC_1039,2025-03-10,sub_4
217,0,263,42,107,0,1,2,2,0,0,0,MC_1039,2025-03-11,sub_4
297,1,185,33,113,0,1,0,1,0,0,0,MC_1039,2025-03-12,sub_4
308,0,237,13,174,0,3,1,4,0,0,0,MC_1039,2025-03-13,sub_4
218,1,398,5,132,0,1,2,0,0,0,0,MC_1039,2025-03-14,sub_4
254,0,206,10,111,0,2,0,5,0,0,0,MC_1039,2025-03-17,sub_4
412,1,139,39,78,0,5,0,3,1,1,0,MC_1039,2025-03-18,sub_4
230,0,256,25,133,0,0,0,3,0,0,0,MC_1039,2025-03-19,sub_4
142,0,352,20,36,0,0,1,3,0,0,0,MC_1039,2025-03-20,sub_4
207,0,263,32,119,0,2,1,3,0,0,0,MC_1039,2025-03-21,sub_4
224,1,264,41,94,0,1,2,2,0,0,0,MC_1039,2025-03-24,sub_4
27,1,399,87,15,0,0,3,1,0,0,0,MC_1039,2025-03-25,sub_4
191,0,320,15,86,0,0,2,4,0,0,0,MC_1039,2025-03-26,sub_4
334,1,221,19,60,0,1,2,3,0,0,0,MC_1039,2025-03-27,sub_4
382,1,174,11,27,0,1,2,2,0,0,0,MC_1039,2025-03-28,sub_4
28,0,54,0,32,0,0,2,1,0,0,0,MC_1040,2025-03-04,sub_4
25,0,59,0,22,0,0,5,1,0,0,0,MC_1040,2025-03-05,sub_4
16,11,35,0,12,0,0,1,1,1,0,0,MC_1040,2025-03-07,sub_4
91,5,179,82,96,0,6,7,5,0,0,0,MC_1040,2025-03-10,sub_4
28,0,54,38,26,0,1,3,2,0,0,0,MC_1040,2025-03-11,sub_4
32,0,38,403,28,0,0,0,1,0,0,0,MC_1040,2025-03-13,sub_4
10,0,90,182,14,0,0,2,2,0,0,0,MC_1040,2025-03-18,sub_4
47,1,64,14,58,0,0,10,2,0,0,0,MC_1040,2025-03-24,sub_4
59,25,42,11,41,0,1,3,0,1,1,0,MC_1040,2025-03-25,sub_4
82,0,134,71,84,0,2,3,4,0,0,0,MC_1040,2025-03-26,sub_4
5,0,87,0,5,0,0,0,1,0,0,0,MC_1040,2025-03-27,sub_4
74,1,206,49,87,0,2,13,4,0,0,0,MC_1040,2025-03-28,sub_4
216,0,463,1,46,0,0,2,0,0,0,0,MC_1041,2025-03-03,sub_4
421,0,327,1,49,0,0,4,1,0,0,0,MC_1041,2025-03-04,sub_4
135,2,621,0,52,0,0,9,1,0,0,0,MC_1041,2025-03-05,sub_4
64,8,70,51,0,0,1,5,4,4,0,0,MC_1041,2025-03-06,sub_4
105,0,490,155,110,0,3,2,4,0,0,0,MC_1041,2025-03-07,sub_4
30,9,257,0,26,0,0,7,1,0,0,0,MC_1041,2025-03-08,sub_4
51,8,659,0,41,0,0,8,1,0,0,0,MC_1041,2025-03-10,sub_4
58,6,660,32,52,5,0,1,5,0,0,0,MC_1041,2025-03-11,sub_4
19,0,341,340,10,0,0,0,2,0,0,0,MC_1041,2025-03-12,sub_4
140,2,550,64,25,0,0,4,1,0,0,0,MC_1041,2025-03-13,sub_4
216,0,293,243,16,0,1,1,2,0,0,0,MC_1041,2025-03-14,sub_4
22,1,279,6,21,0,0,2,1,0,0,0,MC_1041,2025-03-15,sub_4
45,0,340,160,24,0,2,0,3,0,0,0,MC_1041,2025-03-17,sub_4
262,1,269,208,42,0,0,5,4,0,0,0,MC_1041,2025-03-18,sub_4
187,0,438,99,51,0,0,3,1,1,0,0,MC_1041,2025-03-19,sub_4
161,6,479,122,66,0,0,3,3,0,0,0,MC_1041,2025-03-20,sub_4
69,0,726,2,55,0,0,1,2,0,0,0,MC_1041,2025-03-21,sub_4
26,0,302,0,16,1,0,0,1,0,0,0,MC_1041,2025-03-22,sub_4
253,4,477,46,54,0,0,10,18,0,0,0,MC_1041,2025-03-24,sub_4
362,0,297,96,60,0,0,0,3,0,0,0,MC_1041,2025-03-25,sub_4
6,4,392,367,8,0,0,3,5,2,0,0,MC_1041,2025-03-26,sub_4
45,0,146,389,38,0,0,3,2,0,0,0,MC_1041,2025-03-27,sub_4
44,0,457,221,47,0,0,0,2,0,0,0,MC_1041,2025-03-28,sub_4
47,0,286,0,24,0,0,0,1,0,0,0,MC_1041,2025-03-29,sub_4
109,9,302,54,13,0,0,15,9,2,0,0,MC_1042,2025-03-06,sub_4
0,0,440,0,0,0,0,0,0,0,0,0,MC_1042,2025-03-07,sub_4
0,0,2,161,0,0,0,0,1,0,0,0,MC_1042,2025-03-08,sub_4
61,1,453,15,8,0,0,2,0,0,0,0,MC_1042,2025-03-10,sub_4
100,1,393,73,14,1,1,2,4,0,0,0,MC_1042,2025-03-11,sub_4
0,0,411,0,0,0,0,0,1,0,0,0,MC_1042,2025-03-12,sub_4
75,0,414,1,11,0,0,1,1,0,1,0,MC_1042,2025-03-13,sub_4
27,0,421,0,6,0,0,1,1,0,0,0,MC_1042,2025-03-14,sub_4
16,0,112,0,3,0,0,0,1,0,0,0,MC_1042,2025-03-15,sub_4
60,0,376,0,9,0,0,0,0,0,0,0,MC_1042,2025-03-17,sub_4
34,1,499,5,9,1,0,2,3,0,0,0,MC_1042,2025-03-18,sub_4
41,1,425,94,20,0,1,6,9,0,0,0,MC_1042,2025-03-19,sub_4
56,0,87,0,6,0,0,1,1,0,0,0,MC_1042,2025-03-20,sub_4
201,2,116,2,14,1,0,3,1,0,0,0,MC_1042,2025-03-21,sub_4
0,0,170,0,0,0,0,0,0,0,0,0,MC_1042,2025-03-22,sub_4
37,0,489,15,23,0,2,2,3,0,0,0,MC_1042,2025-03-24,sub_4
31,1,450,82,7,4,0,0,1,1,0,0,MC_1042,2025-03-25,sub_4
63,2,488,17,10,0,1,2,4,0,0,0,MC_1042,2025-03-26,sub_4
103,11,450,2,16,0,0,4,2,0,0,0,MC_1042,2025-03-27,sub_4
52,0,396,0,6,0,0,0,1,0,0,0,MC_1042,2025-03-28,sub_4
0,0,1,4,0,0,0,0,1,0,0,0,MC_1044,2025-03-01,sub_4
3,0,95,341,3,0,0,2,3,0,0,0,MC_1044,2025-03-03,sub_4
70,0,191,231,15,0,1,2,2,0,0,0,MC_1044,2025-03-04,sub_4
24,1,124,184,6,0,0,4,3,0,0,0,MC_1044,2025-03-06,sub_4
0,0,36,9,0,0,0,0,2,0,0,0,MC_1044,2025-03-08,sub_4
3,0,22,375,1,0,0,1,3,0,0,0,MC_1044,2025-03-10,sub_4
10,0,117,355,3,0,3,1,2,0,0,0,MC_1044,2025-03-11,sub_4
13,2,87,343,6,3,0,4,3,0,0,0,MC_1044,2025-03-12,sub_4
4,0,15,313,3,0,0,0,2,0,0,0,MC_1044,2025-03-13,sub_4
0,0,41,9,0,0,0,0,2,0,0,0,MC_1044,2025-03-15,sub_4
8,0,19,71,17,0,0,0,2,0,0,0,MC_1044,2025-03-26,sub_4
14,1,57,146,3,2,0,2,2,0,0,0,MC_1044,2025-03-27,sub_4
0,0,109,81,0,0,0,2,10,0,0,0,MC_1044,2025-03-29,sub_4
43,0,196,381,22,0,0,0,5,0,0,0,MC_1045,2025-03-03,sub_4
22,0,99,351,18,0,0,0,3,0,0,0,MC_1045,2025-03-04,sub_4
57,0,155,411,44,0,0,0,4,0,0,0,MC_1045,2025-03-05,sub_4
4,0,13,520,8,0,0,0,2,0,0,0,MC_1045,2025-03-06,sub_4
3,0,15,501,5,0,0,0,3,0,0,0,MC_1045,2025-03-07,sub_4
23,0,15,483,5,0,0,0,1,0,0,0,MC_1045,2025-03-10,sub_4
246,0,265,116,42,0,0,1,3,0,0,0,MC_1045,2025-03-11,sub_4
145,0,168,217,15,0,0,1,5,1,0,0,MC_1045,2025-03-12,sub_4
200,0,143,299,26,0,0,0,3,0,0,0,MC_1045,2025-03-13,sub_4
